Song,Measure,Week,Issue,File Path
Kid,listeners,20241101,Missing CSV,parsed csvs/listeners_by_city_1711474235_20241101.csv
Kid,listeners,20241025,Missing CSV,parsed csvs/listeners_by_city_1711474235_20241025.csv
Kid,listeners,20241018,Missing CSV,parsed csvs/listeners_by_city_1711474235_20241018.csv
Kid,listeners,20241011,Missing CSV,parsed csvs/listeners_by_city_1711474235_20241011.csv
Kid,listeners,20241004,Missing CSV,parsed csvs/listeners_by_city_1711474235_20241004.csv
Kid,listeners,20240927,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240927.csv
Kid,listeners,20240920,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240920.csv
Kid,listeners,20240913,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240913.csv
Kid,listeners,20240906,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240906.csv
Kid,listeners,20240830,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240830.csv
Kid,listeners,20240823,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240823.csv
Kid,listeners,20240816,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240816.csv
Kid,listeners,20240809,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240809.csv
Kid,listeners,20240802,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240802.csv
Kid,listeners,20240726,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240726.csv
Kid,listeners,20240719,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240719.csv
Kid,listeners,20240712,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240712.csv
Kid,listeners,20240705,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240705.csv
Kid,listeners,20240628,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240628.csv
Kid,listeners,20240621,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240621.csv
Kid,listeners,20240614,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240614.csv
Kid,listeners,20240607,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240607.csv
Kid,listeners,20240531,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240531.csv
Kid,listeners,20240524,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240524.csv
Kid,listeners,20240517,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240517.csv
Kid,listeners,20240510,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240510.csv
Kid,listeners,20240503,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240503.csv
Kid,listeners,20240426,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240426.csv
Kid,listeners,20240419,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240419.csv
Kid,listeners,20240412,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240412.csv
Kid,listeners,20240405,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240405.csv
Kid,listeners,20240329,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240329.csv
Kid,listeners,20240322,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240322.csv
Kid,listeners,20240315,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240315.csv
Kid,listeners,20240308,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240308.csv
Kid,listeners,20240301,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240301.csv
Kid,listeners,20240223,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240223.csv
Kid,listeners,20240216,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240216.csv
Kid,listeners,20240209,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240209.csv
Kid,listeners,20240202,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240202.csv
Kid,listeners,20240126,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240126.csv
Kid,listeners,20240119,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240119.csv
Kid,listeners,20240112,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240112.csv
Kid,listeners,20240105,Missing CSV,parsed csvs/listeners_by_city_1711474235_20240105.csv
Kid,listeners,20231229,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231229.csv
Kid,listeners,20231222,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231222.csv
Kid,listeners,20231215,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231215.csv
Kid,listeners,20231208,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231208.csv
Kid,listeners,20231201,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231201.csv
Kid,listeners,20231124,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231124.csv
Kid,listeners,20231117,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231117.csv
Kid,listeners,20231110,Missing CSV,parsed csvs/listeners_by_city_1711474235_20231110.csv
All In,listeners,20250418,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250418.csv
All In,listeners,20250411,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250411.csv
All In,listeners,20250404,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250404.csv
All In,listeners,20250328,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250328.csv
All In,listeners,20250321,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250321.csv
All In,listeners,20250314,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250314.csv
All In,listeners,20250307,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250307.csv
All In,listeners,20250228,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250228.csv
All In,listeners,20250221,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250221.csv
All In,listeners,20250214,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250214.csv
All In,listeners,20250207,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250207.csv
All In,listeners,20250131,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250131.csv
All In,listeners,20250124,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250124.csv
All In,listeners,20250117,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250117.csv
All In,listeners,20250110,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250110.csv
All In,listeners,20250103,Missing CSV,parsed csvs/listeners_by_city_1711474237_20250103.csv
All In,listeners,20241227,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241227.csv
All In,listeners,20241220,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241220.csv
All In,listeners,20241213,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241213.csv
All In,listeners,20241206,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241206.csv
All In,listeners,20241129,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241129.csv
All In,listeners,20241122,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241122.csv
All In,listeners,20241115,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241115.csv
All In,listeners,20241108,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241108.csv
All In,listeners,20241101,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241101.csv
All In,listeners,20241025,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241025.csv
All In,listeners,20241018,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241018.csv
All In,listeners,20241011,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241011.csv
All In,listeners,20241004,Missing CSV,parsed csvs/listeners_by_city_1711474237_20241004.csv
All In,listeners,20240927,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240927.csv
All In,listeners,20240920,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240920.csv
All In,listeners,20240913,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240913.csv
All In,listeners,20240906,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240906.csv
All In,listeners,20240830,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240830.csv
All In,listeners,20240823,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240823.csv
All In,listeners,20240816,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240816.csv
All In,listeners,20240809,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240809.csv
All In,listeners,20240802,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240802.csv
All In,listeners,20240726,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240726.csv
All In,listeners,20240719,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240719.csv
All In,listeners,20240712,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240712.csv
All In,listeners,20240705,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240705.csv
All In,listeners,20240628,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240628.csv
All In,listeners,20240621,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240621.csv
All In,listeners,20240614,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240614.csv
All In,listeners,20240607,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240607.csv
All In,listeners,20240531,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240531.csv
All In,listeners,20240524,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240524.csv
All In,listeners,20240517,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240517.csv
All In,listeners,20240510,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240510.csv
All In,listeners,20240503,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240503.csv
All In,listeners,20240426,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240426.csv
All In,listeners,20240419,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240419.csv
All In,listeners,20240412,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240412.csv
All In,listeners,20240405,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240405.csv
All In,listeners,20240329,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240329.csv
All In,listeners,20240322,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240322.csv
All In,listeners,20240315,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240315.csv
All In,listeners,20240308,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240308.csv
All In,listeners,20240301,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240301.csv
All In,listeners,20240223,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240223.csv
All In,listeners,20240216,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240216.csv
All In,listeners,20240209,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240209.csv
All In,listeners,20240202,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240202.csv
All In,listeners,20240126,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240126.csv
All In,listeners,20240119,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240119.csv
All In,listeners,20240112,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240112.csv
All In,listeners,20240105,Missing CSV,parsed csvs/listeners_by_city_1711474237_20240105.csv
All In,listeners,20231229,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231229.csv
All In,listeners,20231222,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231222.csv
All In,listeners,20231215,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231215.csv
All In,listeners,20231208,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231208.csv
All In,listeners,20231201,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231201.csv
All In,listeners,20231124,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231124.csv
All In,listeners,20231117,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231117.csv
All In,listeners,20231110,Missing CSV,parsed csvs/listeners_by_city_1711474237_20231110.csv
Easy,listeners,20250418,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250418.csv
Easy,listeners,20250411,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250411.csv
Easy,listeners,20250404,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250404.csv
Easy,listeners,20250328,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250328.csv
Easy,listeners,20250321,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250321.csv
Easy,listeners,20250314,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250314.csv
Easy,listeners,20250307,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250307.csv
Easy,listeners,20250228,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250228.csv
Easy,listeners,20250221,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250221.csv
Easy,listeners,20250214,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250214.csv
Easy,listeners,20250207,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250207.csv
Easy,listeners,20250131,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250131.csv
Easy,listeners,20250124,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250124.csv
Easy,listeners,20250117,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250117.csv
Easy,listeners,20250110,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250110.csv
Easy,listeners,20250103,Missing CSV,parsed csvs/listeners_by_city_1711474241_20250103.csv
Easy,listeners,20241227,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241227.csv
Easy,listeners,20241220,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241220.csv
Easy,listeners,20241213,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241213.csv
Easy,listeners,20241206,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241206.csv
Easy,listeners,20241129,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241129.csv
Easy,listeners,20241122,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241122.csv
Easy,listeners,20241115,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241115.csv
Easy,listeners,20241108,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241108.csv
Easy,listeners,20241101,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241101.csv
Easy,listeners,20241025,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241025.csv
Easy,listeners,20241018,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241018.csv
Easy,listeners,20241011,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241011.csv
Easy,listeners,20241004,Missing CSV,parsed csvs/listeners_by_city_1711474241_20241004.csv
Easy,listeners,20240927,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240927.csv
Easy,listeners,20240920,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240920.csv
Easy,listeners,20240913,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240913.csv
Easy,listeners,20240906,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240906.csv
Easy,listeners,20240830,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240830.csv
Easy,listeners,20240823,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240823.csv
Easy,listeners,20240816,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240816.csv
Easy,listeners,20240809,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240809.csv
Easy,listeners,20240802,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240802.csv
Easy,listeners,20240726,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240726.csv
Easy,listeners,20240719,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240719.csv
Easy,listeners,20240712,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240712.csv
Easy,listeners,20240705,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240705.csv
Easy,listeners,20240628,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240628.csv
Easy,listeners,20240621,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240621.csv
Easy,listeners,20240614,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240614.csv
Easy,listeners,20240607,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240607.csv
Easy,listeners,20240531,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240531.csv
Easy,listeners,20240524,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240524.csv
Easy,listeners,20240517,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240517.csv
Easy,listeners,20240510,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240510.csv
Easy,listeners,20240503,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240503.csv
Easy,listeners,20240426,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240426.csv
Easy,listeners,20240419,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240419.csv
Easy,listeners,20240412,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240412.csv
Easy,listeners,20240405,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240405.csv
Easy,listeners,20240329,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240329.csv
Easy,listeners,20240322,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240322.csv
Easy,listeners,20240315,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240315.csv
Easy,listeners,20240308,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240308.csv
Easy,listeners,20240301,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240301.csv
Easy,listeners,20240223,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240223.csv
Easy,listeners,20240216,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240216.csv
Easy,listeners,20240209,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240209.csv
Easy,listeners,20240202,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240202.csv
Easy,listeners,20240126,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240126.csv
Easy,listeners,20240119,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240119.csv
Easy,listeners,20240112,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240112.csv
Easy,listeners,20240105,Missing CSV,parsed csvs/listeners_by_city_1711474241_20240105.csv
Easy,listeners,20231229,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231229.csv
Easy,listeners,20231222,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231222.csv
Easy,listeners,20231215,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231215.csv
Easy,listeners,20231208,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231208.csv
Easy,listeners,20231201,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231201.csv
Easy,listeners,20231124,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231124.csv
Easy,listeners,20231117,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231117.csv
Easy,listeners,20231110,Missing CSV,parsed csvs/listeners_by_city_1711474241_20231110.csv
Cycles,listeners,20250418,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250418.csv
Cycles,listeners,20250411,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250411.csv
Cycles,listeners,20250404,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250404.csv
Cycles,listeners,20250328,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250328.csv
Cycles,listeners,20250321,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250321.csv
Cycles,listeners,20250314,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250314.csv
Cycles,listeners,20250307,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250307.csv
Cycles,listeners,20250228,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250228.csv
Cycles,listeners,20250221,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250221.csv
Cycles,listeners,20250214,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250214.csv
Cycles,listeners,20250207,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250207.csv
Cycles,listeners,20250131,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250131.csv
Cycles,listeners,20250124,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250124.csv
Cycles,listeners,20250117,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250117.csv
Cycles,listeners,20250110,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250110.csv
Cycles,listeners,20250103,Missing CSV,parsed csvs/listeners_by_city_1711474233_20250103.csv
Cycles,listeners,20241227,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241227.csv
Cycles,listeners,20241220,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241220.csv
Cycles,listeners,20241213,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241213.csv
Cycles,listeners,20241206,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241206.csv
Cycles,listeners,20241129,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241129.csv
Cycles,listeners,20241122,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241122.csv
Cycles,listeners,20241115,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241115.csv
Cycles,listeners,20241108,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241108.csv
Cycles,listeners,20241101,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241101.csv
Cycles,listeners,20241025,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241025.csv
Cycles,listeners,20241018,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241018.csv
Cycles,listeners,20241011,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241011.csv
Cycles,listeners,20241004,Missing CSV,parsed csvs/listeners_by_city_1711474233_20241004.csv
Cycles,listeners,20240927,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240927.csv
Cycles,listeners,20240920,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240920.csv
Cycles,listeners,20240913,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240913.csv
Cycles,listeners,20240906,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240906.csv
Cycles,listeners,20240830,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240830.csv
Cycles,listeners,20240823,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240823.csv
Cycles,listeners,20240816,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240816.csv
Cycles,listeners,20240809,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240809.csv
Cycles,listeners,20240802,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240802.csv
Cycles,listeners,20240726,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240726.csv
Cycles,listeners,20240719,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240719.csv
Cycles,listeners,20240712,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240712.csv
Cycles,listeners,20240705,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240705.csv
Cycles,listeners,20240628,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240628.csv
Cycles,listeners,20240621,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240621.csv
Cycles,listeners,20240614,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240614.csv
Cycles,listeners,20240607,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240607.csv
Cycles,listeners,20240531,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240531.csv
Cycles,listeners,20240524,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240524.csv
Cycles,listeners,20240517,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240517.csv
Cycles,listeners,20240510,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240510.csv
Cycles,listeners,20240503,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240503.csv
Cycles,listeners,20240426,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240426.csv
Cycles,listeners,20240419,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240419.csv
Cycles,listeners,20240412,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240412.csv
Cycles,listeners,20240405,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240405.csv
Cycles,listeners,20240329,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240329.csv
Cycles,listeners,20240322,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240322.csv
Cycles,listeners,20240315,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240315.csv
Cycles,listeners,20240308,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240308.csv
Cycles,listeners,20240301,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240301.csv
Cycles,listeners,20240223,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240223.csv
Cycles,listeners,20240216,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240216.csv
Cycles,listeners,20240209,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240209.csv
Cycles,listeners,20240202,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240202.csv
Cycles,listeners,20240126,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240126.csv
Cycles,listeners,20240119,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240119.csv
Cycles,listeners,20240112,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240112.csv
Cycles,listeners,20240105,Missing CSV,parsed csvs/listeners_by_city_1711474233_20240105.csv
Cycles,listeners,20231229,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231229.csv
Cycles,listeners,20231222,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231222.csv
Cycles,listeners,20231215,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231215.csv
Cycles,listeners,20231208,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231208.csv
Cycles,listeners,20231201,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231201.csv
Cycles,listeners,20231124,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231124.csv
Cycles,listeners,20231117,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231117.csv
Cycles,listeners,20231110,Missing CSV,parsed csvs/listeners_by_city_1711474233_20231110.csv
Holding On,listeners,20250418,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250418.csv
Holding On,listeners,20250411,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250411.csv
Holding On,listeners,20250404,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250404.csv
Holding On,listeners,20250328,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250328.csv
Holding On,listeners,20250321,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250321.csv
Holding On,listeners,20250314,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250314.csv
Holding On,listeners,20250307,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250307.csv
Holding On,listeners,20250228,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250228.csv
Holding On,listeners,20250221,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250221.csv
Holding On,listeners,20250214,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250214.csv
Holding On,listeners,20250207,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250207.csv
Holding On,listeners,20250131,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250131.csv
Holding On,listeners,20250124,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250124.csv
Holding On,listeners,20250117,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250117.csv
Holding On,listeners,20250110,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250110.csv
Holding On,listeners,20250103,Missing CSV,parsed csvs/listeners_by_city_1711474240_20250103.csv
Holding On,listeners,20241227,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241227.csv
Holding On,listeners,20241220,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241220.csv
Holding On,listeners,20241213,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241213.csv
Holding On,listeners,20241206,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241206.csv
Holding On,listeners,20241129,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241129.csv
Holding On,listeners,20241122,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241122.csv
Holding On,listeners,20241115,Missing CSV,parsed csvs/listeners_by_city_1711474240_20241115.csv
