City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,4,37,+825%,20231110,Cycles,1711474233
Denver,1,8,+700%,20231110,Cycles,1711474233
Gunnison,0,3,-,20231110,Cycles,1711474233
Las Vegas,0,3,-,20231110,Cycles,1711474233
Albuquerque,0,2,-,20231110,Cycles,1711474233
Dallas,0,2,-,20231110,Cycles,1711474233
Durango,0,2,-,20231110,Cycles,1711474233
Kingston Upon Hull,0,2,-,20231110,Cycles,1711474233
New York City,0,2,-,20231110,Cycles,1711474233
Baltimore,1,1,0%,20231110,Cycles,1711474233
Burlington,0,1,-,20231110,Cycles,1711474233
Daytona Beach,0,1,-,20231110,Cycles,1711474233
Fort Collins,0,1,-,20231110,Cycles,1711474233
Hong Kong,0,1,-,20231110,Cycles,1711474233
Houston,0,1,-,20231110,Cycles,1711474233
Leesburg,0,1,-,20231110,Cycles,1711474233
London,0,1,-,20231110,Cycles,1711474233
Mexico City,0,1,-,20231110,Cycles,1711474233
Raleigh,0,1,-,20231110,Cycles,1711474233
Rochester,0,1,-,20231110,Cycles,1711474233
Saint George's,0,1,-,20231110,Cycles,1711474233
Venice,0,1,-,20231110,Cycles,1711474233
Danbury,1,0,-100%,20231110,Cycles,1711474233
Vancouver,1,0,-100%,20231110,Cycles,1711474233
