City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,12,5,-58%,20250207,Althea,1748029276,listeners
Fort Worth,1,1,0%,20250207,Althea,1748029276,listeners
Madrid,0,1,-,20250207,Althea,1748029276,listeners
Saint Cloud,0,1,-,20250207,Althea,1748029276,listeners
Baton Rouge,1,0,-100%,20250207,Althea,1748029276,listeners
Beijing,1,0,-100%,20250207,Althea,1748029276,listeners
Charlotte,1,0,-100%,20250207,Althea,1748029276,listeners
Cincinnati,1,0,-100%,20250207,Althea,1748029276,listeners
Minneapolis,2,0,-100%,20250207,Althea,1748029276,listeners
Málaga,1,0,-100%,20250207,Althea,1748029276,listeners
San Francisco,1,0,-100%,20250207,Althea,1748029276,listeners
"Washington, D.C.",1,0,-100%,20250207,Althea,1748029276,listeners
Worcester,1,0,-100%,20250207,Althea,1748029276,listeners
