City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,7,7,0%,20231124,What Home Is,1711474234,listeners
Tokyo,0,4,-,20231124,What Home Is,1711474234,listeners
New York City,0,1,-,20231124,What Home Is,1711474234,listeners
Rochester,0,1,-,20231124,What Home Is,1711474234,listeners
Salt Lake City,0,1,-,20231124,What Home Is,1711474234,listeners
Denver,2,0,-100%,20231124,What Home Is,1711474234,listeners
Hartford,1,0,-100%,20231124,What Home Is,1711474234,listeners
Nashville,1,0,-100%,20231124,What Home Is,1711474234,listeners
Sacramento,1,0,-100%,20231124,What Home Is,1711474234,listeners
St. Louis,1,0,-100%,20231124,What Home Is,1711474234,listeners
Toronto,1,0,-100%,20231124,What Home Is,1711474234,listeners
