City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,77,65,-16%,20241108,Althea,1748029276,listeners
Denver,2,3,+50%,20241108,Althea,1748029276,listeners
London,1,3,+200%,20241108,Althea,1748029276,listeners
Portland,1,3,+200%,20241108,Althea,1748029276,listeners
Atlanta,1,2,+100%,20241108,Althea,1748029276,listeners
Austin,2,2,0%,20241108,Althea,1748029276,listeners
Chicago,4,2,-50%,20241108,Althea,1748029276,listeners
Kansas City,1,2,+100%,20241108,Althea,1748029276,listeners
New York City,3,2,-33%,20241108,Althea,1748029276,listeners
Pittsburgh,0,2,-,20241108,Althea,1748029276,listeners
Providence,0,2,-,20241108,Althea,1748029276,listeners
Allentown,0,1,-,20241108,Althea,1748029276,listeners
Bridgewater,0,1,-,20241108,Althea,1748029276,listeners
Brockton,0,1,-,20241108,Althea,1748029276,listeners
Burlington,0,1,-,20241108,Althea,1748029276,listeners
Calgary,0,1,-,20241108,Althea,1748029276,listeners
Cincinnati,2,1,-50%,20241108,Althea,1748029276,listeners
Dallas,1,1,0%,20241108,Althea,1748029276,listeners
Des Moines,0,1,-,20241108,Althea,1748029276,listeners
Doncaster,0,1,-,20241108,Althea,1748029276,listeners
Fort Collins,0,1,-,20241108,Althea,1748029276,listeners
Fort Worth,0,1,-,20241108,Althea,1748029276,listeners
Hamburg,0,1,-,20241108,Althea,1748029276,listeners
Hanoi,0,1,-,20241108,Althea,1748029276,listeners
Harrisburg,0,1,-,20241108,Althea,1748029276,listeners
Helsinki,1,1,0%,20241108,Althea,1748029276,listeners
Indianapolis,1,1,0%,20241108,Althea,1748029276,listeners
Linz,0,1,-,20241108,Althea,1748029276,listeners
Los Angeles,2,1,-50%,20241108,Althea,1748029276,listeners
Matane,1,1,0%,20241108,Althea,1748029276,listeners
Milwaukee,1,1,0%,20241108,Althea,1748029276,listeners
Oklahoma City,1,1,0%,20241108,Althea,1748029276,listeners
Osaka,0,1,-,20241108,Althea,1748029276,listeners
Paris,1,1,0%,20241108,Althea,1748029276,listeners
Philadelphia,1,1,0%,20241108,Althea,1748029276,listeners
Phoenix,0,1,-,20241108,Althea,1748029276,listeners
Regina,0,1,-,20241108,Althea,1748029276,listeners
Riverside,1,1,0%,20241108,Althea,1748029276,listeners
Salt Lake City,0,1,-,20241108,Althea,1748029276,listeners
San Diego,0,1,-,20241108,Althea,1748029276,listeners
San Jose,1,1,0%,20241108,Althea,1748029276,listeners
Saskatoon,0,1,-,20241108,Althea,1748029276,listeners
Seattle,1,1,0%,20241108,Althea,1748029276,listeners
Sydney,1,1,0%,20241108,Althea,1748029276,listeners
São Paulo,0,1,-,20241108,Althea,1748029276,listeners
Toledo,0,1,-,20241108,Althea,1748029276,listeners
Tulsa,0,1,-,20241108,Althea,1748029276,listeners
Valencia,0,1,-,20241108,Althea,1748029276,listeners
"Washington, D.C.",0,1,-,20241108,Althea,1748029276,listeners
Worcester,0,1,-,20241108,Althea,1748029276,listeners
Baltimore,1,0,-100%,20241108,Althea,1748029276,listeners
Bellingham,0,0,-,20241108,Althea,1748029276,listeners
Birmingham,1,0,-100%,20241108,Althea,1748029276,listeners
Bismarck,1,0,-100%,20241108,Althea,1748029276,listeners
Boston,1,0,-100%,20241108,Althea,1748029276,listeners
Cape Town,2,0,-100%,20241108,Althea,1748029276,listeners
Charlotte,5,0,-100%,20241108,Althea,1748029276,listeners
Cleveland,1,0,-100%,20241108,Althea,1748029276,listeners
Columbus,1,0,-100%,20241108,Althea,1748029276,listeners
Detroit,2,0,-100%,20241108,Althea,1748029276,listeners
Durban,1,0,-100%,20241108,Althea,1748029276,listeners
Fond Du Lac,1,0,-100%,20241108,Althea,1748029276,listeners
Frankfurt Am Main,1,0,-100%,20241108,Althea,1748029276,listeners
Fresno,1,0,-100%,20241108,Althea,1748029276,listeners
Hartford,1,0,-100%,20241108,Althea,1748029276,listeners
Helena,1,0,-100%,20241108,Althea,1748029276,listeners
Jacksonville,1,0,-100%,20241108,Althea,1748029276,listeners
Johnstown,1,0,-100%,20241108,Althea,1748029276,listeners
Knoxville,1,0,-100%,20241108,Althea,1748029276,listeners
Köln,1,0,-100%,20241108,Althea,1748029276,listeners
Louisville,1,0,-100%,20241108,Althea,1748029276,listeners
Nashville,1,0,-100%,20241108,Althea,1748029276,listeners
Port Clinton,1,0,-100%,20241108,Althea,1748029276,listeners
San Antonio,1,0,-100%,20241108,Althea,1748029276,listeners
San Francisco,1,0,-100%,20241108,Althea,1748029276,listeners
Stockholm,1,0,-100%,20241108,Althea,1748029276,listeners
Toronto,4,0,-100%,20241108,Althea,1748029276,listeners
Vancouver,2,0,-100%,20241108,Althea,1748029276,listeners
Winkler,1,0,-100%,20241108,Althea,1748029276,listeners
Winter Haven,1,0,-100%,20241108,Althea,1748029276,listeners
Yaroslavl,1,0,-100%,20241108,Althea,1748029276,listeners
