City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,12,23,+92%,20240920,Althea,1748029276
Baltimore,0,2,-,20240920,Althea,1748029276
Detroit,1,2,+100%,20240920,Althea,1748029276
Salt Lake City,1,2,+100%,20240920,Althea,1748029276
Vancouver,0,2,-,20240920,Althea,1748029276
Calgary,0,1,-,20240920,Althea,1748029276
Chicago,1,1,0%,20240920,Althea,1748029276
Kansas City,0,1,-,20240920,Althea,1748029276
Montréal,0,1,-,20240920,Althea,1748029276
Nashville,0,1,-,20240920,Althea,1748029276
New York City,1,1,0%,20240920,Althea,1748029276
Paris,0,1,-,20240920,Althea,1748029276
Portland,2,1,-50%,20240920,Althea,1748029276
San Diego,0,1,-,20240920,Althea,1748029276
Seoul,0,1,-,20240920,Althea,1748029276
Sydney,0,1,-,20240920,Althea,1748029276
Toronto,1,1,0%,20240920,Althea,1748029276
West Chester,0,1,-,20240920,Althea,1748029276
Amsterdam,1,0,-100%,20240920,Althea,1748029276
Seattle,2,0,-100%,20240920,Althea,1748029276
St. Louis,1,0,-100%,20240920,Althea,1748029276
Stockton,1,0,-100%,20240920,Althea,1748029276
