City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,13,9,-31%,20250307,Althea,1748029276
North Myrtle Beach,0,2,-,20250307,Althea,1748029276
Atlanta,0,1,-,20250307,Althea,1748029276
Charlotte,0,1,-,20250307,Althea,1748029276
Detroit,0,1,-,20250307,Althea,1748029276
Hartford,0,1,-,20250307,Althea,1748029276
Lisbon,0,1,-,20250307,Althea,1748029276
Madison,0,1,-,20250307,Althea,1748029276
Portland,2,1,-50%,20250307,Althea,1748029276
Cincinnati,1,0,-100%,20250307,Althea,1748029276
Denver,2,0,-100%,20250307,Althea,1748029276
Easton,1,0,-100%,20250307,Althea,1748029276
Madrid,1,0,-100%,20250307,Althea,1748029276
New York City,4,0,-100%,20250307,Althea,1748029276
San Diego,1,0,-100%,20250307,Althea,1748029276
São Paulo,1,0,-100%,20250307,Althea,1748029276
