City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,19,12,-37%,20240913,Althea,1748029276
Portland,2,2,0%,20240913,Althea,1748029276
Seattle,3,2,-33%,20240913,Althea,1748029276
Amsterdam,0,1,-,20240913,Althea,1748029276
Chicago,0,1,-,20240913,Althea,1748029276
Detroit,1,1,0%,20240913,Althea,1748029276
New York City,0,1,-,20240913,Althea,1748029276
Salt Lake City,0,1,-,20240913,Althea,1748029276
St. Louis,0,1,-,20240913,Althea,1748029276
Stockton,0,1,-,20240913,Althea,1748029276
Toronto,0,1,-,20240913,Althea,1748029276
Austin,1,0,-100%,20240913,Althea,1748029276
Baltimore,1,0,-100%,20240913,Althea,1748029276
Berlin,1,0,-100%,20240913,Althea,1748029276
Boston,1,0,-100%,20240913,Althea,1748029276
Denver,1,0,-100%,20240913,Althea,1748029276
Des Moines,1,0,-100%,20240913,Althea,1748029276
Paris,1,0,-100%,20240913,Althea,1748029276
Roanoke,1,0,-100%,20240913,Althea,1748029276
San Jose,1,0,-100%,20240913,Althea,1748029276
Santa Rosa,1,0,-100%,20240913,Althea,1748029276
Syracuse,1,0,-100%,20240913,Althea,1748029276
São Paulo,1,0,-100%,20240913,Althea,1748029276
Tokyo,1,0,-100%,20240913,Althea,1748029276
