City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,346,76,-78%,20240719,Althea,1748029276
Seattle,13,7,-46%,20240719,Althea,1748029276
Osaka,1,5,+400%,20240719,Althea,1748029276
Austin,4,4,0%,20240719,Althea,1748029276
Phoenix,2,4,+100%,20240719,Althea,1748029276
Denver,8,3,-63%,20240719,Althea,1748029276
Las Vegas,1,3,+200%,20240719,Althea,1748029276
Portland,8,3,-63%,20240719,Althea,1748029276
Albuquerque,0,2,-,20240719,Althea,1748029276
Boston,1,2,+100%,20240719,Althea,1748029276
Dallas,9,2,-78%,20240719,Althea,1748029276
Detroit,7,2,-71%,20240719,Althea,1748029276
Indianapolis,1,2,+100%,20240719,Althea,1748029276
New Haven,2,2,0%,20240719,Althea,1748029276
Philadelphia,4,2,-50%,20240719,Althea,1748029276
San Jose,7,2,-71%,20240719,Althea,1748029276
Tokyo,5,2,-60%,20240719,Althea,1748029276
Wichita,1,2,+100%,20240719,Althea,1748029276
Ames,0,1,-,20240719,Althea,1748029276
Atlanta,11,1,-91%,20240719,Althea,1748029276
Baltimore,3,1,-67%,20240719,Althea,1748029276
Boise,0,1,-,20240719,Althea,1748029276
Charlotte,4,1,-75%,20240719,Althea,1748029276
Concord,0,1,-,20240719,Althea,1748029276
Fort Collins,0,1,-,20240719,Althea,1748029276
Hamilton,0,1,-,20240719,Althea,1748029276
Hartford,2,1,-50%,20240719,Althea,1748029276
Kansas City,4,1,-75%,20240719,Althea,1748029276
Lima,1,1,0%,20240719,Althea,1748029276
Minneapolis,3,1,-67%,20240719,Althea,1748029276
Montréal,3,1,-67%,20240719,Althea,1748029276
New York City,7,1,-86%,20240719,Althea,1748029276
Orlando,3,1,-67%,20240719,Althea,1748029276
Prague,1,1,0%,20240719,Althea,1748029276
Salt Lake City,3,1,-67%,20240719,Althea,1748029276
Seoul,0,1,-,20240719,Althea,1748029276
Sturgis,0,1,-,20240719,Althea,1748029276
Topeka,0,1,-,20240719,Althea,1748029276
Vancouver,5,1,-80%,20240719,Althea,1748029276
Vienna,0,1,-,20240719,Althea,1748029276
"Washington, D.C.",2,1,-50%,20240719,Althea,1748029276
Worcester,0,1,-,20240719,Althea,1748029276
Aberdeen,1,0,-100%,20240719,Althea,1748029276
Adelaide,2,0,-100%,20240719,Althea,1748029276
Akron,1,0,-100%,20240719,Althea,1748029276
Albany,1,0,-100%,20240719,Althea,1748029276
Amsterdam,1,0,-100%,20240719,Althea,1748029276
Anaheim,2,0,-100%,20240719,Althea,1748029276
Athens,1,0,-100%,20240719,Althea,1748029276
Auburn,1,0,-100%,20240719,Althea,1748029276
Bangkok,2,0,-100%,20240719,Althea,1748029276
Barnstable,1,0,-100%,20240719,Althea,1748029276
Baton Rouge,1,0,-100%,20240719,Althea,1748029276
Beijing,12,0,-100%,20240719,Althea,1748029276
Bellingham,1,0,-100%,20240719,Althea,1748029276
Bozeman,1,0,-100%,20240719,Althea,1748029276
Bridgewater,1,0,-100%,20240719,Althea,1748029276
Bristol,1,0,-100%,20240719,Althea,1748029276
Budapest,1,0,-100%,20240719,Althea,1748029276
Buffalo,2,0,-100%,20240719,Althea,1748029276
Busan,1,0,-100%,20240719,Althea,1748029276
Calgary,3,0,-100%,20240719,Althea,1748029276
Cape Town,2,0,-100%,20240719,Althea,1748029276
Cardiff,1,0,-100%,20240719,Althea,1748029276
Chicago,6,0,-100%,20240719,Althea,1748029276
Cincinnati,2,0,-100%,20240719,Althea,1748029276
