City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,5,4,-20%,20250214,Althea,1748029276,listeners
Calgary,0,1,-,20250214,Althea,1748029276,listeners
Hartford,0,1,-,20250214,Althea,1748029276,listeners
Minneapolis,0,1,-,20250214,Althea,1748029276,listeners
Philadelphia,0,1,-,20250214,Althea,1748029276,listeners
Fort Worth,1,0,-100%,20250214,Althea,1748029276,listeners
Madrid,1,0,-100%,20250214,Althea,1748029276,listeners
Saint Cloud,1,0,-100%,20250214,Althea,1748029276,listeners
