City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,320,57,-82%,20240719,Althea,1748029276,listeners
Osaka,1,5,+400%,20240719,Althea,1748029276,listeners
Phoenix,2,4,+100%,20240719,Althea,1748029276,listeners
Las Vegas,1,3,+200%,20240719,Althea,1748029276,listeners
Portland,6,3,-50%,20240719,Althea,1748029276,listeners
Seattle,10,3,-70%,20240719,Althea,1748029276,listeners
Boston,1,2,+100%,20240719,Althea,1748029276,listeners
Dallas,8,2,-75%,20240719,Althea,1748029276,listeners
Denver,8,2,-75%,20240719,Althea,1748029276,listeners
Indianapolis,1,2,+100%,20240719,Althea,1748029276,listeners
Tokyo,5,2,-60%,20240719,Althea,1748029276,listeners
Ames,0,1,-,20240719,Althea,1748029276,listeners
Atlanta,11,1,-91%,20240719,Althea,1748029276,listeners
Austin,3,1,-67%,20240719,Althea,1748029276,listeners
Baltimore,3,1,-67%,20240719,Althea,1748029276,listeners
Charlotte,4,1,-75%,20240719,Althea,1748029276,listeners
Concord,0,1,-,20240719,Althea,1748029276,listeners
Detroit,6,1,-83%,20240719,Althea,1748029276,listeners
Fort Collins,0,1,-,20240719,Althea,1748029276,listeners
Hamilton,0,1,-,20240719,Althea,1748029276,listeners
Hartford,1,1,0%,20240719,Althea,1748029276,listeners
Minneapolis,3,1,-67%,20240719,Althea,1748029276,listeners
Montréal,3,1,-67%,20240719,Althea,1748029276,listeners
New Haven,2,1,-50%,20240719,Althea,1748029276,listeners
New York City,7,1,-86%,20240719,Althea,1748029276,listeners
Orlando,3,1,-67%,20240719,Althea,1748029276,listeners
Philadelphia,4,1,-75%,20240719,Althea,1748029276,listeners
Prague,1,1,0%,20240719,Althea,1748029276,listeners
Salt Lake City,3,1,-67%,20240719,Althea,1748029276,listeners
San Jose,7,1,-86%,20240719,Althea,1748029276,listeners
Seoul,0,1,-,20240719,Althea,1748029276,listeners
Sturgis,0,1,-,20240719,Althea,1748029276,listeners
Topeka,0,1,-,20240719,Althea,1748029276,listeners
Vancouver,4,1,-75%,20240719,Althea,1748029276,listeners
Vienna,0,1,-,20240719,Althea,1748029276,listeners
"Washington, D.C.",2,1,-50%,20240719,Althea,1748029276,listeners
Worcester,0,1,-,20240719,Althea,1748029276,listeners
Aberdeen,1,0,-100%,20240719,Althea,1748029276,listeners
Adelaide,2,0,-100%,20240719,Althea,1748029276,listeners
Akron,1,0,-100%,20240719,Althea,1748029276,listeners
Albany,1,0,-100%,20240719,Althea,1748029276,listeners
Albuquerque,0,0,-,20240719,Althea,1748029276,listeners
Amsterdam,1,0,-100%,20240719,Althea,1748029276,listeners
Anaheim,2,0,-100%,20240719,Althea,1748029276,listeners
Athens,1,0,-100%,20240719,Althea,1748029276,listeners
Auburn,1,0,-100%,20240719,Althea,1748029276,listeners
Bangkok,2,0,-100%,20240719,Althea,1748029276,listeners
Barnstable,1,0,-100%,20240719,Althea,1748029276,listeners
Baton Rouge,1,0,-100%,20240719,Althea,1748029276,listeners
Beijing,11,0,-100%,20240719,Althea,1748029276,listeners
Bellingham,1,0,-100%,20240719,Althea,1748029276,listeners
Boise,0,0,-,20240719,Althea,1748029276,listeners
Bozeman,1,0,-100%,20240719,Althea,1748029276,listeners
Bridgewater,1,0,-100%,20240719,Althea,1748029276,listeners
Bristol,1,0,-100%,20240719,Althea,1748029276,listeners
Budapest,1,0,-100%,20240719,Althea,1748029276,listeners
Buffalo,2,0,-100%,20240719,Althea,1748029276,listeners
Busan,1,0,-100%,20240719,Althea,1748029276,listeners
Calgary,3,0,-100%,20240719,Althea,1748029276,listeners
Cape Town,2,0,-100%,20240719,Althea,1748029276,listeners
Cardiff,1,0,-100%,20240719,Althea,1748029276,listeners
Chicago,6,0,-100%,20240719,Althea,1748029276,listeners
Cincinnati,2,0,-100%,20240719,Althea,1748029276,listeners
Columbus,3,0,-100%,20240719,Althea,1748029276,listeners
Coos Bay,1,0,-100%,20240719,Althea,1748029276,listeners
Dale City,1,0,-100%,20240719,Althea,1748029276,listeners
Düsseldorf,1,0,-100%,20240719,Althea,1748029276,listeners
Edison,1,0,-100%,20240719,Althea,1748029276,listeners
Edmonton,5,0,-100%,20240719,Althea,1748029276,listeners
Elgin,1,0,-100%,20240719,Althea,1748029276,listeners
Fairmont,0,0,-100%,20240719,Althea,1748029276,listeners
Frankfurt Am Main,6,0,-100%,20240719,Althea,1748029276,listeners
Fremont,1,0,-100%,20240719,Althea,1748029276,listeners
Gastonia,1,0,-100%,20240719,Althea,1748029276,listeners
Guadalajara,1,0,-100%,20240719,Althea,1748029276,listeners
Guangzhou,3,0,-100%,20240719,Althea,1748029276,listeners
Guayaquil,1,0,-100%,20240719,Althea,1748029276,listeners
Halifax,2,0,-100%,20240719,Althea,1748029276,listeners
Hamburg,1,0,-100%,20240719,Althea,1748029276,listeners
Hammond,1,0,-100%,20240719,Althea,1748029276,listeners
Hangzhou,1,0,-100%,20240719,Althea,1748029276,listeners
Hanoi,1,0,-100%,20240719,Althea,1748029276,listeners
Hawthorne,1,0,-100%,20240719,Althea,1748029276,listeners
Helsinki,1,0,-100%,20240719,Althea,1748029276,listeners
Istanbul,1,0,-100%,20240719,Althea,1748029276,listeners
Janesville,1,0,-100%,20240719,Althea,1748029276,listeners
Johannesburg,1,0,-100%,20240719,Althea,1748029276,listeners
Kansas City,2,0,-100%,20240719,Althea,1748029276,listeners
Kelowna,1,0,-100%,20240719,Althea,1748029276,listeners
Knoxville,1,0,-100%,20240719,Althea,1748029276,listeners
Kuala Lumpur,1,0,-100%,20240719,Althea,1748029276,listeners
Kyiv,1,0,-100%,20240719,Althea,1748029276,listeners
Lansing,2,0,-100%,20240719,Althea,1748029276,listeners
Lausanne,2,0,-100%,20240719,Althea,1748029276,listeners
Lebanon,1,0,-100%,20240719,Althea,1748029276,listeners
Lima,1,0,-100%,20240719,Althea,1748029276,listeners
Linz,1,0,-100%,20240719,Althea,1748029276,listeners
