City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,29,22,-24%,20240823,Althea,1748029276,listeners
Sydney,1,3,+200%,20240823,Althea,1748029276,listeners
Baltimore,0,1,-,20240823,Althea,1748029276,listeners
Billings,0,1,-,20240823,Althea,1748029276,listeners
Denver,1,1,0%,20240823,Althea,1748029276,listeners
Des Moines,0,1,-,20240823,Althea,1748029276,listeners
Las Vegas,0,1,-,20240823,Althea,1748029276,listeners
London,0,1,-,20240823,Althea,1748029276,listeners
Minneapolis,0,1,-,20240823,Althea,1748029276,listeners
Nashville,0,1,-,20240823,Althea,1748029276,listeners
New York City,2,1,-50%,20240823,Althea,1748029276,listeners
Newport News,0,1,-,20240823,Althea,1748029276,listeners
Paris,0,1,-,20240823,Althea,1748029276,listeners
Philadelphia,1,1,0%,20240823,Althea,1748029276,listeners
Pittsburgh,1,1,0%,20240823,Althea,1748029276,listeners
Portland,2,1,-50%,20240823,Althea,1748029276,listeners
Red Deer,0,1,-,20240823,Althea,1748029276,listeners
San Diego,0,1,-,20240823,Althea,1748029276,listeners
Santiago,0,1,-,20240823,Althea,1748029276,listeners
Toronto,0,1,-,20240823,Althea,1748029276,listeners
Boise,1,0,-100%,20240823,Althea,1748029276,listeners
Brockton,1,0,-100%,20240823,Althea,1748029276,listeners
Budapest,1,0,-100%,20240823,Althea,1748029276,listeners
Charlotte,1,0,-100%,20240823,Althea,1748029276,listeners
Chicago,0,0,-100%,20240823,Althea,1748029276,listeners
Columbus,1,0,-100%,20240823,Althea,1748029276,listeners
Dallas,1,0,-100%,20240823,Althea,1748029276,listeners
Detroit,1,0,-100%,20240823,Althea,1748029276,listeners
Dublin,1,0,-100%,20240823,Althea,1748029276,listeners
Indianapolis,1,0,-100%,20240823,Althea,1748029276,listeners
Lake Charles,1,0,-100%,20240823,Althea,1748029276,listeners
Lausanne,1,0,-100%,20240823,Althea,1748029276,listeners
Los Angeles,1,0,-100%,20240823,Althea,1748029276,listeners
Madison,1,0,-100%,20240823,Althea,1748029276,listeners
Manila,1,0,-100%,20240823,Althea,1748029276,listeners
Mesa,1,0,-100%,20240823,Althea,1748029276,listeners
Miami,1,0,-100%,20240823,Althea,1748029276,listeners
Phoenix,0,0,-100%,20240823,Althea,1748029276,listeners
San Jose,2,0,-100%,20240823,Althea,1748029276,listeners
Syracuse,1,0,-100%,20240823,Althea,1748029276,listeners
"Washington, D.C.",1,0,-100%,20240823,Althea,1748029276,listeners
