City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,0,28,-,20231110,Holding On,1711474240
Denver,0,5,-,20231110,Holding On,1711474240
Albuquerque,0,2,-,20231110,Holding On,1711474240
Elkhart,0,2,-,20231110,Holding On,1711474240
Kingston Upon Hull,0,2,-,20231110,Holding On,1711474240
Las Vegas,0,2,-,20231110,Holding On,1711474240
New York City,0,2,-,20231110,Holding On,1711474240
South Bend,0,2,-,20231110,Holding On,1711474240
Chicago,0,1,-,20231110,Holding On,1711474240
Daytona Beach,0,1,-,20231110,Holding On,1711474240
Gunnison,0,1,-,20231110,Holding On,1711474240
Hammond,0,1,-,20231110,Holding On,1711474240
Indianapolis,0,1,-,20231110,Holding On,1711474240
Lafayette,0,1,-,20231110,Holding On,1711474240
London,0,1,-,20231110,Holding On,1711474240
Mexico City,0,1,-,20231110,Holding On,1711474240
Raleigh,0,1,-,20231110,Holding On,1711474240
Rochester,0,1,-,20231110,Holding On,1711474240
Saint George's,0,1,-,20231110,Holding On,1711474240
