City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,7,6,-14%,20231229,Cycles,1711474233,listeners
Chicago,1,1,0%,20231229,Cycles,1711474233,listeners
Gunnison,0,1,-,20231229,Cycles,1711474233,listeners
Paris,1,1,0%,20231229,Cycles,1711474233,listeners
Rochester,1,1,0%,20231229,Cycles,1711474233,listeners
San Jose,0,1,-,20231229,Cycles,1711474233,listeners
Zürich,0,1,-,20231229,Cycles,1711474233,listeners
Montréal,1,0,-100%,20231229,Cycles,1711474233,listeners
Orangeville,1,0,-100%,20231229,Cycles,1711474233,listeners
Tokyo,1,0,-100%,20231229,Cycles,1711474233,listeners
Worcester,1,0,-100%,20231229,Cycles,1711474233,listeners
