City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,0,11,-,20231110,Crash,1711474239,listeners
Gunnison,0,2,-,20231110,Crash,1711474239,listeners
Dallas,0,1,-,20231110,Crash,1711474239,listeners
Daytona Beach,0,1,-,20231110,Crash,1711474239,listeners
Denver,0,1,-,20231110,Crash,1711474239,listeners
Houston,0,1,-,20231110,Crash,1711474239,listeners
Las Vegas,0,1,-,20231110,Crash,1711474239,listeners
Mexico City,0,1,-,20231110,Crash,1711474239,listeners
New York City,0,1,-,20231110,Crash,1711474239,listeners
Raleigh,0,1,-,20231110,Crash,1711474239,listeners
Saint George's,0,1,-,20231110,Crash,1711474239,listeners
Kingston Upon Hull,0,0,-,20231110,Crash,1711474239,listeners
Leesburg,0,0,-,20231110,Crash,1711474239,listeners
London,0,0,-,20231110,Crash,1711474239,listeners
