City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,11,11,0%,20250321,Althea,1748029276,listeners
Calgary,0,1,-,20250321,Althea,1748029276,listeners
Cincinnati,0,1,-,20250321,Althea,1748029276,listeners
Daytona Beach,0,1,-,20250321,Althea,1748029276,listeners
Denver,0,1,-,20250321,Althea,1748029276,listeners
Orlando,0,1,-,20250321,Althea,1748029276,listeners
Redding,0,1,-,20250321,Althea,1748029276,listeners
Rome,0,1,-,20250321,Althea,1748029276,listeners
Salt Lake City,0,1,-,20250321,Althea,1748029276,listeners
San Diego,0,1,-,20250321,Althea,1748029276,listeners
Wilmington,0,1,-,20250321,Althea,1748029276,listeners
Bend,1,0,-100%,20250321,Althea,1748029276,listeners
Detroit,1,0,-100%,20250321,Althea,1748029276,listeners
Fort Worth,1,0,-100%,20250321,Althea,1748029276,listeners
Los Angeles,1,0,-100%,20250321,Althea,1748029276,listeners
Milan,1,0,-100%,20250321,Althea,1748029276,listeners
New York City,1,0,-100%,20250321,Althea,1748029276,listeners
North Myrtle Beach,1,0,-100%,20250321,Althea,1748029276,listeners
Omaha,1,0,-100%,20250321,Althea,1748029276,listeners
Portland,1,0,-100%,20250321,Althea,1748029276,listeners
San Francisco,1,0,-100%,20250321,Althea,1748029276,listeners
Spokane,1,0,-100%,20250321,Althea,1748029276,listeners
