City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,0,22,-,20231110,Slipping Away,1711474243
Denver,0,6,-,20231110,Slipping Away,1711474243
Albuquerque,0,3,-,20231110,Slipping Away,1711474243
Gunnison,0,3,-,20231110,Slipping Away,1711474243
Kingston Upon Hull,0,3,-,20231110,Slipping Away,1711474243
Daytona Beach,0,1,-,20231110,Slipping Away,1711474243
Houston,0,1,-,20231110,Slipping Away,1711474243
Leesburg,0,1,-,20231110,Slipping Away,1711474243
London,0,1,-,20231110,Slipping Away,1711474243
New York City,0,1,-,20231110,Slipping Away,1711474243
Raleigh,0,1,-,20231110,Slipping Away,1711474243
Saint George's,0,1,-,20231110,Slipping Away,1711474243
