City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,15,85,+467%,20241101,Althea,1748029276
Charlotte,0,5,-,20241101,Althea,1748029276
Chicago,0,4,-,20241101,Althea,1748029276
Toronto,0,4,-,20241101,Althea,1748029276
Cincinnati,0,3,-,20241101,Althea,1748029276
New York City,0,3,-,20241101,Althea,1748029276
Atlanta,0,2,-,20241101,Althea,1748029276
Austin,0,2,-,20241101,Althea,1748029276
Cape Town,0,2,-,20241101,Althea,1748029276
Denver,0,2,-,20241101,Althea,1748029276
Detroit,0,2,-,20241101,Althea,1748029276
Los Angeles,0,2,-,20241101,Althea,1748029276
Matane,0,2,-,20241101,Althea,1748029276
Oklahoma City,0,2,-,20241101,Althea,1748029276
Paris,0,2,-,20241101,Althea,1748029276
Port Clinton,0,2,-,20241101,Althea,1748029276
Sydney,0,2,-,20241101,Althea,1748029276
Vancouver,0,2,-,20241101,Althea,1748029276
Yaroslavl,0,2,-,20241101,Althea,1748029276
Baltimore,3,1,-67%,20241101,Althea,1748029276
Birmingham,0,1,-,20241101,Althea,1748029276
Bismarck,0,1,-,20241101,Althea,1748029276
Boston,0,1,-,20241101,Althea,1748029276
Cleveland,0,1,-,20241101,Althea,1748029276
Columbus,0,1,-,20241101,Althea,1748029276
Dallas,2,1,-50%,20241101,Althea,1748029276
Durban,0,1,-,20241101,Althea,1748029276
Fond Du Lac,0,1,-,20241101,Althea,1748029276
Frankfurt Am Main,0,1,-,20241101,Althea,1748029276
Fresno,0,1,-,20241101,Althea,1748029276
Hartford,0,1,-,20241101,Althea,1748029276
Helena,0,1,-,20241101,Althea,1748029276
Helsinki,0,1,-,20241101,Althea,1748029276
Indianapolis,0,1,-,20241101,Althea,1748029276
Jacksonville,0,1,-,20241101,Althea,1748029276
Johnstown,0,1,-,20241101,Althea,1748029276
Kansas City,1,1,0%,20241101,Althea,1748029276
Knoxville,0,1,-,20241101,Althea,1748029276
Köln,0,1,-,20241101,Althea,1748029276
London,1,1,0%,20241101,Althea,1748029276
Louisville,0,1,-,20241101,Althea,1748029276
Milwaukee,0,1,-,20241101,Althea,1748029276
Nashville,0,1,-,20241101,Althea,1748029276
Philadelphia,0,1,-,20241101,Althea,1748029276
Portland,0,1,-,20241101,Althea,1748029276
Riverside,0,1,-,20241101,Althea,1748029276
San Antonio,1,1,0%,20241101,Althea,1748029276
San Francisco,0,1,-,20241101,Althea,1748029276
San Jose,0,1,-,20241101,Althea,1748029276
Seattle,1,1,0%,20241101,Althea,1748029276
Stockholm,0,1,-,20241101,Althea,1748029276
Winkler,0,1,-,20241101,Althea,1748029276
Winter Haven,0,1,-,20241101,Althea,1748029276
Anaheim,1,0,-100%,20241101,Althea,1748029276
Lake Jackson,1,0,-100%,20241101,Althea,1748029276
Moncton,1,0,-100%,20241101,Althea,1748029276
Omaha,1,0,-100%,20241101,Althea,1748029276
Tampa,1,0,-100%,20241101,Althea,1748029276
"Washington, D.C.",1,0,-100%,20241101,Althea,1748029276
