City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,633,346,-45%,20240712,Althea,1748029276
Seattle,13,13,0%,20240712,Althea,1748029276
Beijing,6,12,+100%,20240712,Althea,1748029276
Toronto,26,12,-54%,20240712,Althea,1748029276
Atlanta,15,11,-27%,20240712,Althea,1748029276
London,15,11,-27%,20240712,Althea,1748029276
Dallas,12,9,-25%,20240712,Althea,1748029276
Los Angeles,10,9,-10%,20240712,Althea,1748029276
Denver,24,8,-67%,20240712,Althea,1748029276
Portland,7,8,+14%,20240712,Althea,1748029276
Detroit,6,7,+17%,20240712,Althea,1748029276
New York City,17,7,-59%,20240712,Althea,1748029276
Paris,4,7,+75%,20240712,Althea,1748029276
San Jose,9,7,-22%,20240712,Althea,1748029276
Shanghai,2,7,+250%,20240712,Althea,1748029276
Chicago,23,6,-74%,20240712,Althea,1748029276
Frankfurt Am Main,3,6,+100%,20240712,Althea,1748029276
Edmonton,6,5,-17%,20240712,Althea,1748029276
Tokyo,4,5,+25%,20240712,Althea,1748029276
Vancouver,7,5,-29%,20240712,Althea,1748029276
Austin,7,4,-43%,20240712,Althea,1748029276
Charlotte,18,4,-78%,20240712,Althea,1748029276
Kansas City,5,4,-20%,20240712,Althea,1748029276
Milwaukee,11,4,-64%,20240712,Althea,1748029276
Philadelphia,11,4,-64%,20240712,Althea,1748029276
West Chester,2,4,+100%,20240712,Althea,1748029276
Baltimore,4,3,-25%,20240712,Althea,1748029276
Calgary,3,3,0%,20240712,Althea,1748029276
Columbus,2,3,+50%,20240712,Althea,1748029276
Guangzhou,1,3,+200%,20240712,Althea,1748029276
Melbourne,4,3,-25%,20240712,Althea,1748029276
Minneapolis,15,3,-80%,20240712,Althea,1748029276
Montréal,5,3,-40%,20240712,Althea,1748029276
Nashville,13,3,-77%,20240712,Althea,1748029276
Orlando,3,3,0%,20240712,Althea,1748029276
Salt Lake City,4,3,-25%,20240712,Althea,1748029276
San Diego,3,3,0%,20240712,Althea,1748029276
Tacoma,1,3,+200%,20240712,Althea,1748029276
Wilmington,3,3,0%,20240712,Althea,1748029276
Adelaide,1,2,+100%,20240712,Althea,1748029276
Anaheim,1,2,+100%,20240712,Althea,1748029276
Bangkok,0,2,-,20240712,Althea,1748029276
Buffalo,0,2,-,20240712,Althea,1748029276
Cape Town,1,2,+100%,20240712,Althea,1748029276
Cincinnati,5,2,-60%,20240712,Althea,1748029276
Halifax,3,2,-33%,20240712,Althea,1748029276
Hartford,3,2,-33%,20240712,Althea,1748029276
Lansing,2,2,0%,20240712,Althea,1748029276
Lausanne,1,2,+100%,20240712,Althea,1748029276
Madrid,4,2,-50%,20240712,Althea,1748029276
Mexico City,3,2,-33%,20240712,Althea,1748029276
Nanjing,1,2,+100%,20240712,Althea,1748029276
New Haven,2,2,0%,20240712,Althea,1748029276
Phoenix,3,2,-33%,20240712,Althea,1748029276
Sacramento,4,2,-50%,20240712,Althea,1748029276
San Francisco,0,2,-,20240712,Althea,1748029276
San Juan,0,2,-,20240712,Althea,1748029276
Spokane,2,2,0%,20240712,Althea,1748029276
Tampa,9,2,-78%,20240712,Althea,1748029276
Warsaw,0,2,-,20240712,Althea,1748029276
"Washington, D.C.",7,2,-71%,20240712,Althea,1748029276
Aberdeen,0,1,-,20240712,Althea,1748029276
Akron,2,1,-50%,20240712,Althea,1748029276
Albany,0,1,-,20240712,Althea,1748029276
Amsterdam,2,1,-50%,20240712,Althea,1748029276
Athens,0,1,-,20240712,Althea,1748029276
Auburn,1,1,0%,20240712,Althea,1748029276
Barnstable,3,1,-67%,20240712,Althea,1748029276
Baton Rouge,1,1,0%,20240712,Althea,1748029276
Bellingham,1,1,0%,20240712,Althea,1748029276
Boston,5,1,-80%,20240712,Althea,1748029276
Bozeman,0,1,-,20240712,Althea,1748029276
Bridgewater,0,1,-,20240712,Althea,1748029276
Bristol,0,1,-,20240712,Althea,1748029276
Budapest,0,1,-,20240712,Althea,1748029276
Busan,1,1,0%,20240712,Althea,1748029276
Cardiff,0,1,-,20240712,Althea,1748029276
Coos Bay,0,1,-,20240712,Althea,1748029276
Dale City,0,1,-,20240712,Althea,1748029276
Düsseldorf,1,1,0%,20240712,Althea,1748029276
Edison,1,1,0%,20240712,Althea,1748029276
Elgin,0,1,-,20240712,Althea,1748029276
Fairmont,0,1,-,20240712,Althea,1748029276
Fremont,1,1,0%,20240712,Althea,1748029276
Gastonia,1,1,0%,20240712,Althea,1748029276
Guadalajara,1,1,0%,20240712,Althea,1748029276
Guayaquil,0,1,-,20240712,Althea,1748029276
Hamburg,0,1,-,20240712,Althea,1748029276
Hammond,1,1,0%,20240712,Althea,1748029276
Hangzhou,0,1,-,20240712,Althea,1748029276
Hanoi,0,1,-,20240712,Althea,1748029276
Hawthorne,1,1,0%,20240712,Althea,1748029276
Helsinki,1,1,0%,20240712,Althea,1748029276
Indianapolis,7,1,-86%,20240712,Althea,1748029276
Istanbul,0,1,-,20240712,Althea,1748029276
Janesville,0,1,-,20240712,Althea,1748029276
Johannesburg,3,1,-67%,20240712,Althea,1748029276
Kelowna,0,1,-,20240712,Althea,1748029276
Knoxville,0,1,-,20240712,Althea,1748029276
Kuala Lumpur,0,1,-,20240712,Althea,1748029276
Kyiv,0,1,-,20240712,Althea,1748029276
Las Vegas,2,1,-50%,20240712,Althea,1748029276
Lebanon,0,1,-,20240712,Althea,1748029276
Lima,2,1,-50%,20240712,Althea,1748029276
Linz,0,1,-,20240712,Althea,1748029276
Manchester,0,1,-,20240712,Althea,1748029276
Mililani Town,0,1,-,20240712,Althea,1748029276
Monterrey,0,1,-,20240712,Althea,1748029276
Moscow,1,1,0%,20240712,Althea,1748029276
Muscatine,0,1,-,20240712,Althea,1748029276
New Orleans,2,1,-50%,20240712,Althea,1748029276
Newbury,1,1,0%,20240712,Althea,1748029276
Newmarket,1,1,0%,20240712,Althea,1748029276
Oklahoma City,2,1,-50%,20240712,Althea,1748029276
Olomouc,0,1,-,20240712,Althea,1748029276
Omaha,3,1,-67%,20240712,Althea,1748029276
Osaka,2,1,-50%,20240712,Althea,1748029276
Oslo,1,1,0%,20240712,Althea,1748029276
Pittsburgh,4,1,-75%,20240712,Althea,1748029276
Portland,0,1,-,20240712,Althea,1748029276
Poznań,1,1,0%,20240712,Althea,1748029276
Prague,1,1,0%,20240712,Althea,1748029276
Providence,0,1,-,20240712,Althea,1748029276
Reno,0,1,-,20240712,Althea,1748029276
Richmond,1,1,0%,20240712,Althea,1748029276
Riga,0,1,-,20240712,Althea,1748029276
Riyadh,0,1,-,20240712,Althea,1748029276
Rockford,1,1,0%,20240712,Althea,1748029276
Sofia,0,1,-,20240712,Althea,1748029276
Spartanburg,0,1,-,20240712,Althea,1748029276
St. Louis,4,1,-75%,20240712,Althea,1748029276
Standish,0,1,-,20240712,Althea,1748029276
Sydney,4,1,-75%,20240712,Althea,1748029276
Syracuse,1,1,0%,20240712,Althea,1748029276
Taipei,3,1,-67%,20240712,Althea,1748029276
The Dalles,0,1,-,20240712,Althea,1748029276
Toledo,4,1,-75%,20240712,Althea,1748029276
Wichita,2,1,-50%,20240712,Althea,1748029276
Winkler,0,1,-,20240712,Althea,1748029276
Ystad,0,1,-,20240712,Althea,1748029276
Zagreb,0,1,-,20240712,Althea,1748029276
Zürich,3,1,-67%,20240712,Althea,1748029276
Alexandria,1,0,-100%,20240712,Althea,1748029276
Anchorage,2,0,-100%,20240712,Althea,1748029276
Anderson,1,0,-100%,20240712,Althea,1748029276
Aspen,1,0,-100%,20240712,Althea,1748029276
Astoria,1,0,-100%,20240712,Althea,1748029276
Athens,2,0,-100%,20240712,Althea,1748029276
Auckland,1,0,-100%,20240712,Althea,1748029276
Barcelona,4,0,-100%,20240712,Althea,1748029276
Bay City,1,0,-100%,20240712,Althea,1748029276
Berlin,2,0,-100%,20240712,Althea,1748029276
Birmingham,9,0,-100%,20240712,Althea,1748029276
Boise,2,0,-100%,20240712,Althea,1748029276
Boone,1,0,-100%,20240712,Althea,1748029276
Brisbane,1,0,-100%,20240712,Althea,1748029276
Brunswick,1,0,-100%,20240712,Althea,1748029276
Buenos Aires,2,0,-100%,20240712,Althea,1748029276
Cleveland,1,0,-100%,20240712,Althea,1748029276
Colombo,1,0,-100%,20240712,Althea,1748029276
Columbia,2,0,-100%,20240712,Althea,1748029276
Columbia,1,0,-100%,20240712,Althea,1748029276
Copenhagen,1,0,-100%,20240712,Althea,1748029276
Courtenay,2,0,-100%,20240712,Althea,1748029276
Dayton,2,0,-100%,20240712,Althea,1748029276
Des Moines,2,0,-100%,20240712,Althea,1748029276
Deyang,1,0,-100%,20240712,Althea,1748029276
Durango,1,0,-100%,20240712,Althea,1748029276
East Pensacola Heights,1,0,-100%,20240712,Althea,1748029276
El Paso,1,0,-100%,20240712,Althea,1748029276
Evansville,1,0,-100%,20240712,Althea,1748029276
Fort Collins,1,0,-100%,20240712,Althea,1748029276
Fort Worth,1,0,-100%,20240712,Althea,1748029276
Fresno,4,0,-100%,20240712,Althea,1748029276
Granby,1,0,-100%,20240712,Althea,1748029276
Greater Sudbury,1,0,-100%,20240712,Althea,1748029276
Hamilton,2,0,-100%,20240712,Althea,1748029276
Harrisburg,1,0,-100%,20240712,Althea,1748029276
Houston,2,0,-100%,20240712,Althea,1748029276
Huntersville,1,0,-100%,20240712,Althea,1748029276
Jackson,1,0,-100%,20240712,Althea,1748029276
Jinan,1,0,-100%,20240712,Althea,1748029276
Kaohsiung,1,0,-100%,20240712,Althea,1748029276
Kraków,1,0,-100%,20240712,Althea,1748029276
Kuwait City,2,0,-100%,20240712,Althea,1748029276
Lancaster,1,0,-100%,20240712,Althea,1748029276
Lewes,1,0,-100%,20240712,Althea,1748029276
Linhai,1,0,-100%,20240712,Althea,1748029276
Louisville,2,0,-100%,20240712,Althea,1748029276
Lubbock,3,0,-100%,20240712,Althea,1748029276
Lyon,1,0,-100%,20240712,Althea,1748029276
Madison,1,0,-100%,20240712,Althea,1748029276
Manistee,1,0,-100%,20240712,Althea,1748029276
Marseille,2,0,-100%,20240712,Althea,1748029276
Memphis,1,0,-100%,20240712,Althea,1748029276
Mesa,2,0,-100%,20240712,Althea,1748029276
Miami,5,0,-100%,20240712,Althea,1748029276
Munich,1,0,-100%,20240712,Althea,1748029276
Nagu,1,0,-100%,20240712,Althea,1748029276
Norfolk,1,0,-100%,20240712,Althea,1748029276
Oakland,1,0,-100%,20240712,Althea,1748029276
