City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,25,5,-80%,20231117,Kid,1711474235
Hartford,0,1,-,20231117,Kid,1711474235
Nashville,0,1,-,20231117,Kid,1711474235
Orlando,0,1,-,20231117,Kid,1711474235
St. Louis,0,1,-,20231117,Kid,1711474235
Toronto,0,1,-,20231117,Kid,1711474235
Albuquerque,2,0,-100%,20231117,Kid,1711474235
Burlington,2,0,-100%,20231117,Kid,1711474235
Daytona Beach,1,0,-100%,20231117,Kid,1711474235
Denver,5,0,-100%,20231117,Kid,1711474235
Gunnison,1,0,-100%,20231117,Kid,1711474235
Hong Kong,1,0,-100%,20231117,Kid,1711474235
Houston,1,0,-100%,20231117,Kid,1711474235
Kingston Upon Hull,1,0,-100%,20231117,Kid,1711474235
Las Vegas,4,0,-100%,20231117,Kid,1711474235
London,1,0,-100%,20231117,Kid,1711474235
Mexico City,1,0,-100%,20231117,Kid,1711474235
New York City,2,0,-100%,20231117,Kid,1711474235
Raleigh,1,0,-100%,20231117,Kid,1711474235
Saint George's,1,0,-100%,20231117,Kid,1711474235
Venice,1,0,-100%,20231117,Kid,1711474235
