City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
Toledo,1,4,+300%,20240705,Althea,1748029276,listeners
Tulsa,7,4,-43%,20240705,Althea,1748029276,listeners
Frankfurt Am Main,2,3,+50%,20240705,Althea,1748029276,listeners
Hartford,7,3,-57%,20240705,Althea,1748029276,listeners
Johannesburg,1,3,+200%,20240705,Althea,1748029276,listeners
Kansas City,10,3,-70%,20240705,Althea,1748029276,listeners
Lubbock,1,3,+200%,20240705,Althea,1748029276,listeners
Madrid,2,3,+50%,20240705,Althea,1748029276,listeners
Mexico City,1,3,+200%,20240705,Althea,1748029276,listeners
Omaha,4,3,-25%,20240705,Althea,1748029276,listeners
Orlando,8,3,-63%,20240705,Althea,1748029276,listeners
Paris,7,3,-57%,20240705,Althea,1748029276,listeners
Phoenix,7,3,-57%,20240705,Althea,1748029276,listeners
Pittsburgh,3,3,0%,20240705,Althea,1748029276,listeners
Sacramento,11,3,-73%,20240705,Althea,1748029276,listeners
San Diego,5,3,-40%,20240705,Althea,1748029276,listeners
Taipei,3,3,0%,20240705,Althea,1748029276,listeners
Wilmington,3,3,0%,20240705,Althea,1748029276,listeners
Worcester,6,3,-50%,20240705,Althea,1748029276,listeners
Amsterdam,3,2,-33%,20240705,Althea,1748029276,listeners
Baltimore,9,2,-78%,20240705,Althea,1748029276,listeners
Barnstable,0,2,-,20240705,Althea,1748029276,listeners
Boise,5,2,-60%,20240705,Althea,1748029276,listeners
Buenos Aires,0,2,-,20240705,Althea,1748029276,listeners
Calgary,8,2,-75%,20240705,Althea,1748029276,listeners
Columbus,4,2,-50%,20240705,Althea,1748029276,listeners
Dayton,2,2,0%,20240705,Althea,1748029276,listeners
Des Moines,2,2,0%,20240705,Althea,1748029276,listeners
Fresno,1,2,+100%,20240705,Althea,1748029276,listeners
Halifax,1,2,+100%,20240705,Althea,1748029276,listeners
Houston,8,2,-75%,20240705,Althea,1748029276,listeners
Lansing,1,2,+100%,20240705,Althea,1748029276,listeners
Las Vegas,5,2,-60%,20240705,Althea,1748029276,listeners
Marseille,0,2,-,20240705,Althea,1748029276,listeners
Mesa,1,2,+100%,20240705,Althea,1748029276,listeners
New Orleans,10,2,-80%,20240705,Althea,1748029276,listeners
Perth,1,2,+100%,20240705,Althea,1748029276,listeners
Raleigh,0,2,-,20240705,Althea,1748029276,listeners
Rochester,7,2,-71%,20240705,Althea,1748029276,listeners
San José,0,2,-,20240705,Althea,1748029276,listeners
Shanghai,0,2,-,20240705,Althea,1748029276,listeners
Singapore,2,2,0%,20240705,Althea,1748029276,listeners
Spokane,0,2,-,20240705,Althea,1748029276,listeners
São Paulo,1,2,+100%,20240705,Althea,1748029276,listeners
Wilmington,6,2,-67%,20240705,Althea,1748029276,listeners
Adelaide,0,1,-,20240705,Althea,1748029276,listeners
Akron,2,1,-50%,20240705,Althea,1748029276,listeners
Alexandria,0,1,-,20240705,Althea,1748029276,listeners
Anaheim,0,1,-,20240705,Althea,1748029276,listeners
Anchorage,4,1,-75%,20240705,Althea,1748029276,listeners
Aspen,0,1,-,20240705,Althea,1748029276,listeners
Astoria,0,1,-,20240705,Althea,1748029276,listeners
Athens,0,1,-,20240705,Althea,1748029276,listeners
Auburn,1,1,0%,20240705,Althea,1748029276,listeners
Auckland,2,1,-50%,20240705,Althea,1748029276,listeners
Barcelona,0,1,-,20240705,Althea,1748029276,listeners
Baton Rouge,2,1,-50%,20240705,Althea,1748029276,listeners
Bay City,0,1,-,20240705,Althea,1748029276,listeners
Bellingham,1,1,0%,20240705,Althea,1748029276,listeners
Berlin,0,1,-,20240705,Althea,1748029276,listeners
Boone,0,1,-,20240705,Althea,1748029276,listeners
Brisbane,3,1,-67%,20240705,Althea,1748029276,listeners
Brunswick,0,1,-,20240705,Althea,1748029276,listeners
Busan,0,1,-,20240705,Althea,1748029276,listeners
Cape Town,1,1,0%,20240705,Althea,1748029276,listeners
Cleveland,0,1,-,20240705,Althea,1748029276,listeners
Colombo,0,1,-,20240705,Althea,1748029276,listeners
Columbia,0,1,-,20240705,Althea,1748029276,listeners
Copenhagen,0,1,-,20240705,Althea,1748029276,listeners
Courtenay,0,1,-,20240705,Althea,1748029276,listeners
Deyang,0,1,-,20240705,Althea,1748029276,listeners
Durango,0,1,-,20240705,Althea,1748029276,listeners
Düsseldorf,1,1,0%,20240705,Althea,1748029276,listeners
East Pensacola Heights,0,1,-,20240705,Althea,1748029276,listeners
Edison,0,1,-,20240705,Althea,1748029276,listeners
El Paso,0,1,-,20240705,Althea,1748029276,listeners
Evansville,0,1,-,20240705,Althea,1748029276,listeners
Fort Collins,0,1,-,20240705,Althea,1748029276,listeners
Fort Worth,5,1,-80%,20240705,Althea,1748029276,listeners
Fremont,1,1,0%,20240705,Althea,1748029276,listeners
Gastonia,1,1,0%,20240705,Althea,1748029276,listeners
Granby,0,1,-,20240705,Althea,1748029276,listeners
Greater Sudbury,0,1,-,20240705,Althea,1748029276,listeners
Guadalajara,0,1,-,20240705,Althea,1748029276,listeners
Guangzhou,1,1,0%,20240705,Althea,1748029276,listeners
Hamilton,0,1,-,20240705,Althea,1748029276,listeners
Hammond,0,1,-,20240705,Althea,1748029276,listeners
Harrisburg,1,1,0%,20240705,Althea,1748029276,listeners
Hawthorne,3,1,-67%,20240705,Althea,1748029276,listeners
Helsinki,1,1,0%,20240705,Althea,1748029276,listeners
Huntersville,0,1,-,20240705,Althea,1748029276,listeners
Jackson,0,1,-,20240705,Althea,1748029276,listeners
Jinan,0,1,-,20240705,Althea,1748029276,listeners
Kaohsiung,0,1,-,20240705,Althea,1748029276,listeners
Kraków,0,1,-,20240705,Althea,1748029276,listeners
Kuwait City,0,1,-,20240705,Althea,1748029276,listeners
Lancaster,0,1,-,20240705,Althea,1748029276,listeners
Lausanne,0,1,-,20240705,Althea,1748029276,listeners
Lewes,0,1,-,20240705,Althea,1748029276,listeners
Lima,1,1,0%,20240705,Althea,1748029276,listeners
Linhai,0,1,-,20240705,Althea,1748029276,listeners
Louisville,3,1,-67%,20240705,Althea,1748029276,listeners
Lyon,0,1,-,20240705,Althea,1748029276,listeners
Madison,2,1,-50%,20240705,Althea,1748029276,listeners
Manistee,0,1,-,20240705,Althea,1748029276,listeners
Memphis,1,1,0%,20240705,Althea,1748029276,listeners
Moscow,0,1,-,20240705,Althea,1748029276,listeners
Munich,2,1,-50%,20240705,Althea,1748029276,listeners
Nagu,0,1,-,20240705,Althea,1748029276,listeners
Nanjing,0,1,-,20240705,Althea,1748029276,listeners
New Haven,1,1,0%,20240705,Althea,1748029276,listeners
Newbury,1,1,0%,20240705,Althea,1748029276,listeners
Newmarket,1,1,0%,20240705,Althea,1748029276,listeners
Norfolk,2,1,-50%,20240705,Althea,1748029276,listeners
Oakland,0,1,-,20240705,Althea,1748029276,listeners
Oklahoma City,1,1,0%,20240705,Althea,1748029276,listeners
Osage Beach,0,1,-,20240705,Althea,1748029276,listeners
Osaka,1,1,0%,20240705,Althea,1748029276,listeners
Oslo,1,1,0%,20240705,Althea,1748029276,listeners
Ottawa,1,1,0%,20240705,Althea,1748029276,listeners
Palembang,0,1,-,20240705,Althea,1748029276,listeners
Pottstown,0,1,-,20240705,Althea,1748029276,listeners
Poznań,0,1,-,20240705,Althea,1748029276,listeners
Prague,1,1,0%,20240705,Althea,1748029276,listeners
Regina,0,1,-,20240705,Althea,1748029276,listeners
Richmond,4,1,-75%,20240705,Althea,1748029276,listeners
Riverside,1,1,0%,20240705,Althea,1748029276,listeners
Roanoke,5,1,-80%,20240705,Althea,1748029276,listeners
Rockford,0,1,-,20240705,Althea,1748029276,listeners
Saint Joseph,0,1,-,20240705,Althea,1748029276,listeners
San Luis Obispo,0,1,-,20240705,Althea,1748029276,listeners
Shijiazhuang,0,1,-,20240705,Althea,1748029276,listeners
Sioux Falls,0,1,-,20240705,Althea,1748029276,listeners
Stamford,2,1,-50%,20240705,Althea,1748029276,listeners
Swindon,0,1,-,20240705,Althea,1748029276,listeners
Syracuse,7,1,-86%,20240705,Althea,1748029276,listeners
Tacoma,1,1,0%,20240705,Althea,1748029276,listeners
Tembisa,1,1,0%,20240705,Althea,1748029276,listeners
The Woodlands,0,1,-,20240705,Althea,1748029276,listeners
Trois-Rivières,0,1,-,20240705,Althea,1748029276,listeners
Urbana,0,1,-,20240705,Althea,1748029276,listeners
Waterford,0,1,-,20240705,Althea,1748029276,listeners
West Chester,0,1,-,20240705,Althea,1748029276,listeners
West Torrington,0,1,-,20240705,Althea,1748029276,listeners
Wichita,1,1,0%,20240705,Althea,1748029276,listeners
Wuhan,1,1,0%,20240705,Althea,1748029276,listeners
Zürich,1,1,0%,20240705,Althea,1748029276,listeners
Albany,1,0,-100%,20240705,Althea,1748029276,listeners
Albuquerque,4,0,-100%,20240705,Althea,1748029276,listeners
Allegan,1,0,-100%,20240705,Althea,1748029276,listeners
Allentown,1,0,-100%,20240705,Althea,1748029276,listeners
Amery,1,0,-100%,20240705,Althea,1748029276,listeners
Anderson,0,0,-,20240705,Althea,1748029276,listeners
Ann Arbor,2,0,-100%,20240705,Althea,1748029276,listeners
Asheville,1,0,-100%,20240705,Althea,1748029276,listeners
Athens,1,0,-100%,20240705,Althea,1748029276,listeners
Atlantic City,1,0,-100%,20240705,Althea,1748029276,listeners
Bangkok,1,0,-100%,20240705,Althea,1748029276,listeners
Billings,1,0,-100%,20240705,Althea,1748029276,listeners
Birmingham,2,0,-100%,20240705,Althea,1748029276,listeners
Boulder,2,0,-100%,20240705,Althea,1748029276,listeners
Bowie,1,0,-100%,20240705,Althea,1748029276,listeners
Brandon,1,0,-100%,20240705,Althea,1748029276,listeners
Brattleboro,2,0,-100%,20240705,Althea,1748029276,listeners
