City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,5,7,+40%,20231124,Crash,1711474239,listeners
Tokyo,0,3,-,20231124,Crash,1711474239,listeners
Denver,0,1,-,20231124,Crash,1711474239,listeners
New York City,0,1,-,20231124,Crash,1711474239,listeners
Philadelphia,0,1,-,20231124,Crash,1711474239,listeners
St. Louis,1,1,0%,20231124,Crash,1711474239,listeners
Hartford,1,0,-100%,20231124,Crash,1711474239,listeners
Nashville,1,0,-100%,20231124,Crash,1711474239,listeners
Orlando,0,0,-100%,20231124,Crash,1711474239,listeners
Sacramento,1,0,-100%,20231124,Crash,1711474239,listeners
Toronto,1,0,-100%,20231124,Crash,1711474239,listeners
