City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,22,6,-73%,20231117,Slipping Away,1711474243
Toronto,0,2,-,20231117,Slipping Away,1711474243
Hartford,0,1,-,20231117,Slipping Away,1711474243
Orlando,0,1,-,20231117,Slipping Away,1711474243
Sacramento,0,1,-,20231117,Slipping Away,1711474243
St. Louis,0,1,-,20231117,Slipping Away,1711474243
Albuquerque,3,0,-100%,20231117,Slipping Away,1711474243
Daytona Beach,1,0,-100%,20231117,Slipping Away,1711474243
Denver,6,0,-100%,20231117,Slipping Away,1711474243
Gunnison,3,0,-100%,20231117,Slipping Away,1711474243
Houston,1,0,-100%,20231117,Slipping Away,1711474243
Kingston Upon Hull,3,0,-100%,20231117,Slipping Away,1711474243
Leesburg,1,0,-100%,20231117,Slipping Away,1711474243
London,1,0,-100%,20231117,Slipping Away,1711474243
New York City,1,0,-100%,20231117,Slipping Away,1711474243
Raleigh,1,0,-100%,20231117,Slipping Away,1711474243
Saint George's,1,0,-100%,20231117,Slipping Away,1711474243
