City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,0,10,-,20231110,Slipping Away,1711474243,listeners
Denver,0,2,-,20231110,Slipping Away,1711474243,listeners
Albuquerque,0,1,-,20231110,Slipping Away,1711474243,listeners
Daytona Beach,0,1,-,20231110,Slipping Away,1711474243,listeners
Gunnison,0,1,-,20231110,Slipping Away,1711474243,listeners
Houston,0,1,-,20231110,Slipping Away,1711474243,listeners
Kingston Upon Hull,0,1,-,20231110,Slipping Away,1711474243,listeners
New York City,0,1,-,20231110,Slipping Away,1711474243,listeners
Raleigh,0,1,-,20231110,Slipping Away,1711474243,listeners
Saint George's,0,1,-,20231110,Slipping Away,1711474243,listeners
Leesburg,0,0,-,20231110,Slipping Away,1711474243,listeners
London,0,0,-,20231110,Slipping Away,1711474243,listeners
