City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,9,14,+56%,20231215,Cycles,1711474233
Chicago,3,5,+67%,20231215,Cycles,1711474233
Los Angeles,0,2,-,20231215,Cycles,1711474233
Detroit,0,1,-,20231215,Cycles,1711474233
Orangeville,0,1,-,20231215,Cycles,1711474233
Ottawa,0,1,-,20231215,Cycles,1711474233
San Jose,0,1,-,20231215,Cycles,1711474233
Tokyo,0,1,-,20231215,Cycles,1711474233
Toronto,1,1,0%,20231215,Cycles,1711474233
Castle Rock,1,0,-100%,20231215,Cycles,1711474233
Dallas,1,0,-100%,20231215,Cycles,1711474233
Denver,1,0,-100%,20231215,Cycles,1711474233
Las Vegas,1,0,-100%,20231215,Cycles,1711474233
Topeka,1,0,-100%,20231215,Cycles,1711474233
