City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,19,11,-42%,20231117,Cycles,1711474233,listeners
Denver,3,2,-33%,20231117,Cycles,1711474233,listeners
Albuquerque,1,1,0%,20231117,Cycles,1711474233,listeners
Dallas,1,1,0%,20231117,Cycles,1711474233,listeners
Hartford,0,1,-,20231117,Cycles,1711474233,listeners
Miami,0,1,-,20231117,Cycles,1711474233,listeners
Nashville,0,1,-,20231117,Cycles,1711474233,listeners
Rochester,1,1,0%,20231117,Cycles,1711474233,listeners
Sacramento,0,1,-,20231117,Cycles,1711474233,listeners
St. Louis,0,1,-,20231117,Cycles,1711474233,listeners
Toronto,0,1,-,20231117,Cycles,1711474233,listeners
Baltimore,1,0,-100%,20231117,Cycles,1711474233,listeners
Burlington,0,0,-100%,20231117,Cycles,1711474233,listeners
Daytona Beach,1,0,-100%,20231117,Cycles,1711474233,listeners
Durango,1,0,-100%,20231117,Cycles,1711474233,listeners
Fort Collins,1,0,-100%,20231117,Cycles,1711474233,listeners
Gunnison,1,0,-100%,20231117,Cycles,1711474233,listeners
Hong Kong,1,0,-100%,20231117,Cycles,1711474233,listeners
Houston,1,0,-100%,20231117,Cycles,1711474233,listeners
Kingston Upon Hull,0,0,-100%,20231117,Cycles,1711474233,listeners
Las Vegas,1,0,-100%,20231117,Cycles,1711474233,listeners
Leesburg,0,0,-100%,20231117,Cycles,1711474233,listeners
London,0,0,-100%,20231117,Cycles,1711474233,listeners
Mexico City,1,0,-100%,20231117,Cycles,1711474233,listeners
New York City,1,0,-100%,20231117,Cycles,1711474233,listeners
Raleigh,1,0,-100%,20231117,Cycles,1711474233,listeners
Saint George's,1,0,-100%,20231117,Cycles,1711474233,listeners
Venice,1,0,-100%,20231117,Cycles,1711474233,listeners
