City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,0,11,-,20231110,The Way That It Was,1711474242,listeners
Denver,0,2,-,20231110,The Way That It Was,1711474242,listeners
Albuquerque,0,1,-,20231110,The Way That It Was,1711474242,listeners
Boston,0,1,-,20231110,The Way That It Was,1711474242,listeners
Daytona Beach,0,1,-,20231110,The Way That It Was,1711474242,listeners
Gunnison,0,1,-,20231110,The Way That It Was,1711474242,listeners
Kingston Upon Hull,0,1,-,20231110,The Way That It Was,1711474242,listeners
New York City,0,1,-,20231110,The Way That It Was,1711474242,listeners
Raleigh,0,1,-,20231110,The Way That It Was,1711474242,listeners
Saint George's,0,1,-,20231110,The Way That It Was,1711474242,listeners
South Bend,0,1,-,20231110,The Way That It Was,1711474242,listeners
London,0,0,-,20231110,The Way That It Was,1711474242,listeners
