City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,1,6,+500%,20241025,Holding On,1711474240
Montréal,0,4,-,20241025,Holding On,1711474240
San Jose,1,2,+100%,20241025,Holding On,1711474240
