City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,11,5,-55%,20231117,Crash,1711474239,listeners
Hartford,0,1,-,20231117,Crash,1711474239,listeners
Nashville,0,1,-,20231117,Crash,1711474239,listeners
Sacramento,0,1,-,20231117,Crash,1711474239,listeners
St. Louis,0,1,-,20231117,Crash,1711474239,listeners
Toronto,0,1,-,20231117,Crash,1711474239,listeners
Dallas,1,0,-100%,20231117,Crash,1711474239,listeners
Daytona Beach,1,0,-100%,20231117,Crash,1711474239,listeners
Denver,1,0,-100%,20231117,Crash,1711474239,listeners
Gunnison,2,0,-100%,20231117,Crash,1711474239,listeners
Houston,1,0,-100%,20231117,Crash,1711474239,listeners
Kingston Upon Hull,0,0,-100%,20231117,Crash,1711474239,listeners
Las Vegas,1,0,-100%,20231117,Crash,1711474239,listeners
Leesburg,0,0,-100%,20231117,Crash,1711474239,listeners
London,0,0,-100%,20231117,Crash,1711474239,listeners
Mexico City,1,0,-100%,20231117,Crash,1711474239,listeners
New York City,1,0,-100%,20231117,Crash,1711474239,listeners
Orlando,0,0,-,20231117,Crash,1711474239,listeners
Raleigh,1,0,-100%,20231117,Crash,1711474239,listeners
Saint George's,1,0,-100%,20231117,Crash,1711474239,listeners
