City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,18,5,-72%,20231117,Easy,1711474241
Toronto,0,2,-,20231117,Easy,1711474241
Hartford,0,1,-,20231117,Easy,1711474241
Orlando,0,1,-,20231117,Easy,1711474241
St. Louis,0,1,-,20231117,Easy,1711474241
Albuquerque,1,0,-100%,20231117,Easy,1711474241
Boston,1,0,-100%,20231117,Easy,1711474241
Daytona Beach,1,0,-100%,20231117,Easy,1711474241
Denver,4,0,-100%,20231117,Easy,1711474241
Gunnison,1,0,-100%,20231117,Easy,1711474241
Indianapolis,1,0,-100%,20231117,Easy,1711474241
Kingston Upon Hull,2,0,-100%,20231117,Easy,1711474241
Las Vegas,1,0,-100%,20231117,Easy,1711474241
London,1,0,-100%,20231117,Easy,1711474241
New York City,2,0,-100%,20231117,Easy,1711474241
Raleigh,1,0,-100%,20231117,Easy,1711474241
Saint George's,1,0,-100%,20231117,Easy,1711474241
South Bend,1,0,-100%,20231117,Easy,1711474241
