City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,8,15,+88%,20241025,Althea,1748029276
Baltimore,0,3,-,20241025,Althea,1748029276
Dallas,0,2,-,20241025,Althea,1748029276
Anaheim,0,1,-,20241025,Althea,1748029276
Kansas City,0,1,-,20241025,Althea,1748029276
Lake Jackson,0,1,-,20241025,Althea,1748029276
London,1,1,0%,20241025,Althea,1748029276
Moncton,0,1,-,20241025,Althea,1748029276
Omaha,0,1,-,20241025,Althea,1748029276
San Antonio,0,1,-,20241025,Althea,1748029276
Seattle,0,1,-,20241025,Althea,1748029276
Tampa,0,1,-,20241025,Althea,1748029276
"Washington, D.C.",0,1,-,20241025,Althea,1748029276
Austin,1,0,-100%,20241025,Althea,1748029276
Baton Rouge,1,0,-100%,20241025,Althea,1748029276
Charlotte,1,0,-100%,20241025,Althea,1748029276
Cincinnati,1,0,-100%,20241025,Althea,1748029276
Minneapolis,1,0,-100%,20241025,Althea,1748029276
Portland,1,0,-100%,20241025,Althea,1748029276
Spokane,1,0,-100%,20241025,Althea,1748029276
