City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,16,6,-63%,20250418,Althea,1748029276,listeners
Charlotte,1,1,0%,20250418,Althea,1748029276,listeners
Detroit,1,1,0%,20250418,Althea,1748029276,listeners
Jacksonville,0,1,-,20250418,Althea,1748029276,listeners
Portland,2,1,-50%,20250418,Althea,1748029276,listeners
Sacramento,0,1,-,20250418,Althea,1748029276,listeners
San Francisco,1,1,0%,20250418,Althea,1748029276,listeners
Atlanta,1,0,-100%,20250418,Althea,1748029276,listeners
Brasília,1,0,-100%,20250418,Althea,1748029276,listeners
Houston,1,0,-100%,20250418,Althea,1748029276,listeners
Los Angeles,0,0,-,20250418,Althea,1748029276,listeners
Milwaukee,1,0,-100%,20250418,Althea,1748029276,listeners
Minneapolis,1,0,-100%,20250418,Althea,1748029276,listeners
Osaka,1,0,-100%,20250418,Althea,1748029276,listeners
Philadelphia,1,0,-100%,20250418,Althea,1748029276,listeners
Roanoke,1,0,-100%,20250418,Althea,1748029276,listeners
Salt Lake City,1,0,-100%,20250418,Althea,1748029276,listeners
San Jose,0,0,-,20250418,Althea,1748029276,listeners
"Washington, D.C.",1,0,-100%,20250418,Althea,1748029276,listeners
