City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,10,10,0%,20250110,Althea,1748029276
Cincinnati,1,3,+200%,20250110,Althea,1748029276
Denver,1,2,+100%,20250110,Althea,1748029276
Baltimore,1,1,0%,20250110,Althea,1748029276
London,0,1,-,20250110,Althea,1748029276
New York City,0,1,-,20250110,Althea,1748029276
Paris,1,1,0%,20250110,Althea,1748029276
San Antonio,0,1,-,20250110,Althea,1748029276
Austin,1,0,-100%,20250110,Althea,1748029276
Chicago,1,0,-100%,20250110,Althea,1748029276
Philadelphia,1,0,-100%,20250110,Althea,1748029276
Portland,1,0,-100%,20250110,Althea,1748029276
Spokane,1,0,-100%,20250110,Althea,1748029276
