City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,0,3,-,20250418,The Way That It Was,1711474242,plays
Paris,0,1,-,20250418,The Way That It Was,1711474242,plays
Philadelphia,0,1,-,20250418,The Way That It Was,1711474242,plays
Saumur,0,1,-,20250418,The Way That It Was,1711474242,plays
