City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,13,15,+15%,20240906,Althea,1748029276,listeners
Austin,0,1,-,20240906,Althea,1748029276,listeners
Baltimore,0,1,-,20240906,Althea,1748029276,listeners
Berlin,0,1,-,20240906,Althea,1748029276,listeners
Boston,0,1,-,20240906,Althea,1748029276,listeners
Denver,0,1,-,20240906,Althea,1748029276,listeners
Des Moines,0,1,-,20240906,Althea,1748029276,listeners
Detroit,1,1,0%,20240906,Althea,1748029276,listeners
Paris,0,1,-,20240906,Althea,1748029276,listeners
Portland,1,1,0%,20240906,Althea,1748029276,listeners
Roanoke,0,1,-,20240906,Althea,1748029276,listeners
San Jose,0,1,-,20240906,Althea,1748029276,listeners
Seattle,0,1,-,20240906,Althea,1748029276,listeners
Syracuse,0,1,-,20240906,Althea,1748029276,listeners
São Paulo,0,1,-,20240906,Althea,1748029276,listeners
Tokyo,0,1,-,20240906,Althea,1748029276,listeners
Amsterdam,1,0,-100%,20240906,Althea,1748029276,listeners
Atlanta,1,0,-100%,20240906,Althea,1748029276,listeners
Charlotte,2,0,-100%,20240906,Althea,1748029276,listeners
Glasgow,1,0,-100%,20240906,Althea,1748029276,listeners
Montréal,1,0,-100%,20240906,Althea,1748029276,listeners
Oakland,1,0,-100%,20240906,Althea,1748029276,listeners
Salt Lake City,1,0,-100%,20240906,Althea,1748029276,listeners
Santa Rosa,0,0,-,20240906,Althea,1748029276,listeners
Sydney,1,0,-100%,20240906,Althea,1748029276,listeners
Toronto,1,0,-100%,20240906,Althea,1748029276,listeners
Worcester,1,0,-100%,20240906,Althea,1748029276,listeners
