City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,1,1,0%,20250418,What Home Is,1711474234,plays
Philadelphia,0,1,-,20250418,What Home Is,1711474234,plays
Seattle,1,0,-100%,20250418,What Home Is,1711474234,plays
