City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,76,58,-24%,20240726,Althea,1748029276
Houston,0,7,-,20240726,Althea,1748029276
New York City,1,4,+300%,20240726,Althea,1748029276
Atlanta,1,3,+200%,20240726,Althea,1748029276
Lima,1,3,+200%,20240726,Althea,1748029276
Birmingham,0,2,-,20240726,Althea,1748029276
Boise,1,2,+100%,20240726,Althea,1748029276
Denver,3,2,-33%,20240726,Althea,1748029276
Milwaukee,0,2,-,20240726,Althea,1748029276
Topeka,1,2,+100%,20240726,Althea,1748029276
Toronto,0,2,-,20240726,Althea,1748029276
Wichita,2,2,0%,20240726,Althea,1748029276
Albuquerque,2,1,-50%,20240726,Althea,1748029276
Austin,4,1,-75%,20240726,Althea,1748029276
Baltimore,1,1,0%,20240726,Althea,1748029276
Baton Rouge,0,1,-,20240726,Althea,1748029276
Charlotte,1,1,0%,20240726,Althea,1748029276
Dallas,2,1,-50%,20240726,Althea,1748029276
Detroit,2,1,-50%,20240726,Althea,1748029276
Edinburgh,0,1,-,20240726,Althea,1748029276
Frankfurt Am Main,0,1,-,20240726,Althea,1748029276
Georgetown,0,1,-,20240726,Althea,1748029276
Hamilton,1,1,0%,20240726,Althea,1748029276
Hartford,1,1,0%,20240726,Althea,1748029276
Las Vegas,3,1,-67%,20240726,Althea,1748029276
Montréal,1,1,0%,20240726,Althea,1748029276
Nashville,0,1,-,20240726,Althea,1748029276
New Haven,2,1,-50%,20240726,Althea,1748029276
Pittsburgh,0,1,-,20240726,Althea,1748029276
Portland,3,1,-67%,20240726,Althea,1748029276
Providence,0,1,-,20240726,Althea,1748029276
Roanoke,0,1,-,20240726,Althea,1748029276
Seattle,7,1,-86%,20240726,Althea,1748029276
Spokane,0,1,-,20240726,Althea,1748029276
St. Louis,0,1,-,20240726,Althea,1748029276
Syracuse,0,1,-,20240726,Althea,1748029276
Tulsa,0,1,-,20240726,Althea,1748029276
Vancouver,1,1,0%,20240726,Althea,1748029276
"Washington, D.C.",1,1,0%,20240726,Althea,1748029276
Ames,1,0,-100%,20240726,Althea,1748029276
Boston,2,0,-100%,20240726,Althea,1748029276
Concord,1,0,-100%,20240726,Althea,1748029276
Fort Collins,1,0,-100%,20240726,Althea,1748029276
Indianapolis,2,0,-100%,20240726,Althea,1748029276
Kansas City,1,0,-100%,20240726,Althea,1748029276
Minneapolis,1,0,-100%,20240726,Althea,1748029276
Orlando,1,0,-100%,20240726,Althea,1748029276
Osaka,5,0,-100%,20240726,Althea,1748029276
Philadelphia,2,0,-100%,20240726,Althea,1748029276
Phoenix,4,0,-100%,20240726,Althea,1748029276
Prague,1,0,-100%,20240726,Althea,1748029276
Salt Lake City,1,0,-100%,20240726,Althea,1748029276
San Jose,2,0,-100%,20240726,Althea,1748029276
Seoul,1,0,-100%,20240726,Althea,1748029276
Sturgis,1,0,-100%,20240726,Althea,1748029276
Tokyo,2,0,-100%,20240726,Althea,1748029276
Vienna,1,0,-100%,20240726,Althea,1748029276
Worcester,1,0,-100%,20240726,Althea,1748029276
