City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,6,9,+50%,20231208,Cycles,1711474233
Chicago,0,3,-,20231208,Cycles,1711474233
Castle Rock,0,1,-,20231208,Cycles,1711474233
Dallas,1,1,0%,20231208,Cycles,1711474233
Denver,2,1,-50%,20231208,Cycles,1711474233
Las Vegas,0,1,-,20231208,Cycles,1711474233
Topeka,0,1,-,20231208,Cycles,1711474233
Toronto,0,1,-,20231208,Cycles,1711474233
Hartford,1,0,-100%,20231208,Cycles,1711474233
Rochester,1,0,-100%,20231208,Cycles,1711474233
Stamford,1,0,-100%,20231208,Cycles,1711474233
