City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,11,6,-45%,20231201,Cycles,1711474233,listeners
Denver,1,2,+100%,20231201,Cycles,1711474233,listeners
Dallas,0,1,-,20231201,Cycles,1711474233,listeners
Hartford,0,1,-,20231201,Cycles,1711474233,listeners
Rochester,0,1,-,20231201,Cycles,1711474233,listeners
Stamford,1,1,0%,20231201,Cycles,1711474233,listeners
Kansas City,1,0,-100%,20231201,Cycles,1711474233,listeners
New York City,0,0,-100%,20231201,Cycles,1711474233,listeners
Philadelphia,1,0,-100%,20231201,Cycles,1711474233,listeners
Tokyo,7,0,-100%,20231201,Cycles,1711474233,listeners
