City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,85,72,-15%,20241108,Althea,1748029276
Denver,2,4,+100%,20241108,Althea,1748029276
London,1,3,+200%,20241108,Althea,1748029276
New York City,3,3,0%,20241108,Althea,1748029276
Portland,1,3,+200%,20241108,Althea,1748029276
Atlanta,2,2,0%,20241108,Althea,1748029276
Austin,2,2,0%,20241108,Althea,1748029276
Chicago,4,2,-50%,20241108,Althea,1748029276
Hanoi,0,2,-,20241108,Althea,1748029276
Helsinki,1,2,+100%,20241108,Althea,1748029276
Kansas City,1,2,+100%,20241108,Althea,1748029276
Osaka,0,2,-,20241108,Althea,1748029276
Pittsburgh,0,2,-,20241108,Althea,1748029276
Providence,0,2,-,20241108,Althea,1748029276
Sydney,2,2,0%,20241108,Althea,1748029276
Allentown,0,1,-,20241108,Althea,1748029276
Bellingham,0,1,-,20241108,Althea,1748029276
Bridgewater,0,1,-,20241108,Althea,1748029276
Brockton,0,1,-,20241108,Althea,1748029276
Burlington,0,1,-,20241108,Althea,1748029276
Calgary,0,1,-,20241108,Althea,1748029276
Cincinnati,3,1,-67%,20241108,Althea,1748029276
Dallas,1,1,0%,20241108,Althea,1748029276
Des Moines,0,1,-,20241108,Althea,1748029276
Doncaster,0,1,-,20241108,Althea,1748029276
Fort Collins,0,1,-,20241108,Althea,1748029276
Fort Worth,0,1,-,20241108,Althea,1748029276
Hamburg,0,1,-,20241108,Althea,1748029276
Harrisburg,0,1,-,20241108,Althea,1748029276
Indianapolis,1,1,0%,20241108,Althea,1748029276
Linz,0,1,-,20241108,Althea,1748029276
Los Angeles,2,1,-50%,20241108,Althea,1748029276
Matane,2,1,-50%,20241108,Althea,1748029276
Milwaukee,1,1,0%,20241108,Althea,1748029276
Oklahoma City,2,1,-50%,20241108,Althea,1748029276
Paris,2,1,-50%,20241108,Althea,1748029276
Philadelphia,1,1,0%,20241108,Althea,1748029276
Phoenix,0,1,-,20241108,Althea,1748029276
Regina,0,1,-,20241108,Althea,1748029276
Riverside,1,1,0%,20241108,Althea,1748029276
Salt Lake City,0,1,-,20241108,Althea,1748029276
San Diego,0,1,-,20241108,Althea,1748029276
San Jose,1,1,0%,20241108,Althea,1748029276
Saskatoon,0,1,-,20241108,Althea,1748029276
Seattle,1,1,0%,20241108,Althea,1748029276
São Paulo,0,1,-,20241108,Althea,1748029276
Toledo,0,1,-,20241108,Althea,1748029276
Tulsa,0,1,-,20241108,Althea,1748029276
Valencia,0,1,-,20241108,Althea,1748029276
"Washington, D.C.",0,1,-,20241108,Althea,1748029276
Worcester,0,1,-,20241108,Althea,1748029276
Baltimore,1,0,-100%,20241108,Althea,1748029276
Birmingham,1,0,-100%,20241108,Althea,1748029276
Bismarck,1,0,-100%,20241108,Althea,1748029276
Boston,1,0,-100%,20241108,Althea,1748029276
Cape Town,2,0,-100%,20241108,Althea,1748029276
Charlotte,5,0,-100%,20241108,Althea,1748029276
Cleveland,1,0,-100%,20241108,Althea,1748029276
Columbus,1,0,-100%,20241108,Althea,1748029276
Detroit,2,0,-100%,20241108,Althea,1748029276
Durban,1,0,-100%,20241108,Althea,1748029276
Fond Du Lac,1,0,-100%,20241108,Althea,1748029276
Frankfurt Am Main,1,0,-100%,20241108,Althea,1748029276
Fresno,1,0,-100%,20241108,Althea,1748029276
Hartford,1,0,-100%,20241108,Althea,1748029276
Helena,1,0,-100%,20241108,Althea,1748029276
Jacksonville,1,0,-100%,20241108,Althea,1748029276
Johnstown,1,0,-100%,20241108,Althea,1748029276
Knoxville,1,0,-100%,20241108,Althea,1748029276
Köln,1,0,-100%,20241108,Althea,1748029276
Louisville,1,0,-100%,20241108,Althea,1748029276
Nashville,1,0,-100%,20241108,Althea,1748029276
Port Clinton,2,0,-100%,20241108,Althea,1748029276
San Antonio,1,0,-100%,20241108,Althea,1748029276
San Francisco,1,0,-100%,20241108,Althea,1748029276
Stockholm,1,0,-100%,20241108,Althea,1748029276
Toronto,4,0,-100%,20241108,Althea,1748029276
Vancouver,2,0,-100%,20241108,Althea,1748029276
Winkler,1,0,-100%,20241108,Althea,1748029276
Winter Haven,1,0,-100%,20241108,Althea,1748029276
Yaroslavl,2,0,-100%,20241108,Althea,1748029276
