City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,4,6,+50%,20231222,What Home Is,1711474234,listeners
Chicago,1,1,0%,20231222,What Home Is,1711474234,listeners
Las Vegas,0,1,-,20231222,What Home Is,1711474234,listeners
Montréal,0,1,-,20231222,What Home Is,1711474234,listeners
Paris,0,1,-,20231222,What Home Is,1711474234,listeners
Rochester,0,1,-,20231222,What Home Is,1711474234,listeners
Worcester,0,1,-,20231222,What Home Is,1711474234,listeners
Berlin,1,0,-100%,20231222,What Home Is,1711474234,listeners
Los Angeles,1,0,-100%,20231222,What Home Is,1711474234,listeners
Ottawa,1,0,-100%,20231222,What Home Is,1711474234,listeners
