City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,65,10,-85%,20241115,Althea,1748029276,listeners
Atlanta,2,1,-50%,20241115,Althea,1748029276,listeners
Baltimore,0,1,-,20241115,Althea,1748029276,listeners
Cincinnati,1,1,0%,20241115,Althea,1748029276,listeners
Lake Charles,0,1,-,20241115,Althea,1748029276,listeners
Milan,0,1,-,20241115,Althea,1748029276,listeners
New York City,2,1,-50%,20241115,Althea,1748029276,listeners
Paris,1,1,0%,20241115,Althea,1748029276,listeners
Philadelphia,1,1,0%,20241115,Althea,1748029276,listeners
"Washington, D.C.",1,1,0%,20241115,Althea,1748029276,listeners
Allentown,1,0,-100%,20241115,Althea,1748029276,listeners
Austin,2,0,-100%,20241115,Althea,1748029276,listeners
Bellingham,0,0,-100%,20241115,Althea,1748029276,listeners
Bridgewater,1,0,-100%,20241115,Althea,1748029276,listeners
Brockton,1,0,-100%,20241115,Althea,1748029276,listeners
Burlington,1,0,-100%,20241115,Althea,1748029276,listeners
Calgary,1,0,-100%,20241115,Althea,1748029276,listeners
Chicago,2,0,-100%,20241115,Althea,1748029276,listeners
Dallas,1,0,-100%,20241115,Althea,1748029276,listeners
Denver,3,0,-100%,20241115,Althea,1748029276,listeners
Des Moines,1,0,-100%,20241115,Althea,1748029276,listeners
Doncaster,1,0,-100%,20241115,Althea,1748029276,listeners
Fort Collins,1,0,-100%,20241115,Althea,1748029276,listeners
Fort Worth,1,0,-100%,20241115,Althea,1748029276,listeners
Hamburg,1,0,-100%,20241115,Althea,1748029276,listeners
Hanoi,1,0,-100%,20241115,Althea,1748029276,listeners
Harrisburg,1,0,-100%,20241115,Althea,1748029276,listeners
Helsinki,1,0,-100%,20241115,Althea,1748029276,listeners
Indianapolis,1,0,-100%,20241115,Althea,1748029276,listeners
Kansas City,2,0,-100%,20241115,Althea,1748029276,listeners
Linz,1,0,-100%,20241115,Althea,1748029276,listeners
London,3,0,-100%,20241115,Althea,1748029276,listeners
Los Angeles,1,0,-100%,20241115,Althea,1748029276,listeners
Matane,1,0,-100%,20241115,Althea,1748029276,listeners
Milwaukee,1,0,-100%,20241115,Althea,1748029276,listeners
Oklahoma City,1,0,-100%,20241115,Althea,1748029276,listeners
Osaka,1,0,-100%,20241115,Althea,1748029276,listeners
Phoenix,1,0,-100%,20241115,Althea,1748029276,listeners
Pittsburgh,2,0,-100%,20241115,Althea,1748029276,listeners
Portland,3,0,-100%,20241115,Althea,1748029276,listeners
Providence,2,0,-100%,20241115,Althea,1748029276,listeners
Regina,1,0,-100%,20241115,Althea,1748029276,listeners
Riverside,1,0,-100%,20241115,Althea,1748029276,listeners
Salt Lake City,1,0,-100%,20241115,Althea,1748029276,listeners
San Diego,1,0,-100%,20241115,Althea,1748029276,listeners
San Jose,1,0,-100%,20241115,Althea,1748029276,listeners
Saskatoon,1,0,-100%,20241115,Althea,1748029276,listeners
Seattle,1,0,-100%,20241115,Althea,1748029276,listeners
Sydney,1,0,-100%,20241115,Althea,1748029276,listeners
São Paulo,1,0,-100%,20241115,Althea,1748029276,listeners
Toledo,1,0,-100%,20241115,Althea,1748029276,listeners
Tulsa,1,0,-100%,20241115,Althea,1748029276,listeners
Valencia,1,0,-100%,20241115,Althea,1748029276,listeners
Worcester,1,0,-100%,20241115,Althea,1748029276,listeners
