City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,8,10,+25%,20250124,Althea,1748029276,listeners
Baltimore,0,1,-,20250124,Althea,1748029276,listeners
Calgary,0,1,-,20250124,Althea,1748029276,listeners
Castle Rock,0,1,-,20250124,Althea,1748029276,listeners
Cincinnati,0,1,-,20250124,Althea,1748029276,listeners
Detroit,0,1,-,20250124,Althea,1748029276,listeners
Los Angeles,1,1,0%,20250124,Althea,1748029276,listeners
Philadelphia,0,1,-,20250124,Althea,1748029276,listeners
Sydney,0,1,-,20250124,Althea,1748029276,listeners
Wichita,0,1,-,20250124,Althea,1748029276,listeners
Anaheim,0,0,-100%,20250124,Althea,1748029276,listeners
Edmonton,0,0,-100%,20250124,Althea,1748029276,listeners
Helsinki,1,0,-100%,20250124,Althea,1748029276,listeners
Ithaca,1,0,-100%,20250124,Althea,1748029276,listeners
Oakland,1,0,-100%,20250124,Althea,1748029276,listeners
Paris,1,0,-100%,20250124,Althea,1748029276,listeners
Portland,1,0,-100%,20250124,Althea,1748029276,listeners
Vancouver,1,0,-100%,20250124,Althea,1748029276,listeners
"Washington, D.C.",1,0,-100%,20250124,Althea,1748029276,listeners
