City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,17,5,-71%,20231117,Holding On,1711474240,listeners
Hartford,0,1,-,20231117,Holding On,1711474240,listeners
Orlando,0,1,-,20231117,Holding On,1711474240,listeners
Sacramento,0,1,-,20231117,Holding On,1711474240,listeners
St. Louis,0,1,-,20231117,Holding On,1711474240,listeners
Toronto,0,1,-,20231117,Holding On,1711474240,listeners
Albuquerque,1,0,-100%,20231117,Holding On,1711474240,listeners
Chicago,1,0,-100%,20231117,Holding On,1711474240,listeners
Daytona Beach,1,0,-100%,20231117,Holding On,1711474240,listeners
Denver,2,0,-100%,20231117,Holding On,1711474240,listeners
Elkhart,1,0,-100%,20231117,Holding On,1711474240,listeners
Gunnison,1,0,-100%,20231117,Holding On,1711474240,listeners
Hammond,1,0,-100%,20231117,Holding On,1711474240,listeners
Indianapolis,1,0,-100%,20231117,Holding On,1711474240,listeners
Kingston Upon Hull,1,0,-100%,20231117,Holding On,1711474240,listeners
Lafayette,1,0,-100%,20231117,Holding On,1711474240,listeners
Las Vegas,1,0,-100%,20231117,Holding On,1711474240,listeners
London,0,0,-100%,20231117,Holding On,1711474240,listeners
Mexico City,1,0,-100%,20231117,Holding On,1711474240,listeners
Nashville,0,0,-,20231117,Holding On,1711474240,listeners
New York City,1,0,-100%,20231117,Holding On,1711474240,listeners
Raleigh,1,0,-100%,20231117,Holding On,1711474240,listeners
Rochester,1,0,-100%,20231117,Holding On,1711474240,listeners
Saint George's,1,0,-100%,20231117,Holding On,1711474240,listeners
South Bend,0,0,-100%,20231117,Holding On,1711474240,listeners
