City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,11,14,+27%,20241122,Althea,1748029276
Austin,0,2,-,20241122,Althea,1748029276
Paris,2,2,0%,20241122,Althea,1748029276
Seattle,0,2,-,20241122,Althea,1748029276
Baltimore,1,1,0%,20241122,Althea,1748029276
Detroit,0,1,-,20241122,Althea,1748029276
Frederick,0,1,-,20241122,Althea,1748029276
Honolulu,0,1,-,20241122,Althea,1748029276
Kansas City,0,1,-,20241122,Althea,1748029276
Sydney,0,1,-,20241122,Althea,1748029276
"Washington, D.C.",1,1,0%,20241122,Althea,1748029276
Atlanta,1,0,-100%,20241122,Althea,1748029276
Cincinnati,1,0,-100%,20241122,Althea,1748029276
Lake Charles,1,0,-100%,20241122,Althea,1748029276
Milan,1,0,-100%,20241122,Althea,1748029276
New York City,1,0,-100%,20241122,Althea,1748029276
Philadelphia,1,0,-100%,20241122,Althea,1748029276
