City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,0,17,-,20231110,Holding On,1711474240,listeners
Denver,0,2,-,20231110,Holding On,1711474240,listeners
Albuquerque,0,1,-,20231110,Holding On,1711474240,listeners
Chicago,0,1,-,20231110,Holding On,1711474240,listeners
Daytona Beach,0,1,-,20231110,Holding On,1711474240,listeners
Elkhart,0,1,-,20231110,Holding On,1711474240,listeners
Gunnison,0,1,-,20231110,Holding On,1711474240,listeners
Hammond,0,1,-,20231110,Holding On,1711474240,listeners
Indianapolis,0,1,-,20231110,Holding On,1711474240,listeners
Kingston Upon Hull,0,1,-,20231110,Holding On,1711474240,listeners
Lafayette,0,1,-,20231110,Holding On,1711474240,listeners
Las Vegas,0,1,-,20231110,Holding On,1711474240,listeners
Mexico City,0,1,-,20231110,Holding On,1711474240,listeners
New York City,0,1,-,20231110,Holding On,1711474240,listeners
Raleigh,0,1,-,20231110,Holding On,1711474240,listeners
Rochester,0,1,-,20231110,Holding On,1711474240,listeners
Saint George's,0,1,-,20231110,Holding On,1711474240,listeners
London,0,0,-,20231110,Holding On,1711474240,listeners
South Bend,0,0,-,20231110,Holding On,1711474240,listeners
