City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,12,29,+142%,20241004,Althea,1748029276
Minneapolis,0,18,-,20241004,Althea,1748029276
Seattle,0,4,-,20241004,Althea,1748029276
Dallas,1,1,0%,20241004,Althea,1748029276
Detroit,0,1,-,20241004,Althea,1748029276
New York City,0,1,-,20241004,Althea,1748029276
Paris,1,1,0%,20241004,Althea,1748029276
Prague,0,1,-,20241004,Althea,1748029276
St. Louis,0,1,-,20241004,Althea,1748029276
Worcester,0,1,-,20241004,Althea,1748029276
Adelaide,1,0,-100%,20241004,Althea,1748029276
Allentown,1,0,-100%,20241004,Althea,1748029276
Baton Rouge,1,0,-100%,20241004,Althea,1748029276
Birmingham,1,0,-100%,20241004,Althea,1748029276
Charlotte,1,0,-100%,20241004,Althea,1748029276
Cincinnati,1,0,-100%,20241004,Althea,1748029276
Houston,1,0,-100%,20241004,Althea,1748029276
Sydney,1,0,-100%,20241004,Althea,1748029276
Tokyo,1,0,-100%,20241004,Althea,1748029276
Toronto,1,0,-100%,20241004,Althea,1748029276
