City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,3,13,+333%,20250228,Althea,1748029276
New York City,0,4,-,20250228,Althea,1748029276
Denver,0,2,-,20250228,Althea,1748029276
Portland,0,2,-,20250228,Althea,1748029276
Cincinnati,0,1,-,20250228,Althea,1748029276
Easton,0,1,-,20250228,Althea,1748029276
Madrid,0,1,-,20250228,Althea,1748029276
San Diego,0,1,-,20250228,Althea,1748029276
São Paulo,0,1,-,20250228,Althea,1748029276
Luziânia,1,0,-100%,20250228,Althea,1748029276
Seattle,1,0,-100%,20250228,Althea,1748029276
"Washington, D.C.",1,0,-100%,20250228,Althea,1748029276
