City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,0,14,-,20231110,Kid,1711474235,listeners
Denver,0,2,-,20231110,Kid,1711474235,listeners
Albuquerque,0,1,-,20231110,Kid,1711474235,listeners
Daytona Beach,0,1,-,20231110,Kid,1711474235,listeners
Gunnison,0,1,-,20231110,Kid,1711474235,listeners
Hong Kong,0,1,-,20231110,Kid,1711474235,listeners
Houston,0,1,-,20231110,Kid,1711474235,listeners
Kingston Upon Hull,0,1,-,20231110,Kid,1711474235,listeners
Las Vegas,0,1,-,20231110,Kid,1711474235,listeners
Mexico City,0,1,-,20231110,Kid,1711474235,listeners
New York City,0,1,-,20231110,Kid,1711474235,listeners
Raleigh,0,1,-,20231110,Kid,1711474235,listeners
Saint George's,0,1,-,20231110,Kid,1711474235,listeners
Venice,0,1,-,20231110,Kid,1711474235,listeners
Burlington,0,0,-,20231110,Kid,1711474235,listeners
London,0,0,-,20231110,Kid,1711474235,listeners
