City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,2,1,-50%,20250418,All In,1711474237,plays
Philadelphia,0,1,-,20250418,All In,1711474237,plays
Los Angeles,1,0,-100%,20250418,All In,1711474237,plays
Salt Lake City,1,0,-100%,20250418,All In,1711474237,plays
