City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,9,8,-11%,20231229,Cycles,1711474233
Chicago,1,3,+200%,20231229,Cycles,1711474233
Gunnison,0,1,-,20231229,Cycles,1711474233
Paris,2,1,-50%,20231229,Cycles,1711474233
Rochester,1,1,0%,20231229,Cycles,1711474233
San Jose,0,1,-,20231229,Cycles,1711474233
Zürich,0,1,-,20231229,Cycles,1711474233
Montréal,1,0,-100%,20231229,Cycles,1711474233
Orangeville,1,0,-100%,20231229,Cycles,1711474233
Tokyo,1,0,-100%,20231229,Cycles,1711474233
Worcester,2,0,-100%,20231229,Cycles,1711474233
