City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,53,180,+240%,20250411,That Thing,1807227251
Chicago,3,9,+200%,20250411,That Thing,1807227251
Tokyo,1,7,+600%,20250411,That Thing,1807227251
Atlanta,0,6,-,20250411,That Thing,1807227251
Boston,4,6,+50%,20250411,That Thing,1807227251
Denver,1,6,+500%,20250411,That Thing,1807227251
Hartford,0,5,-,20250411,That Thing,1807227251
Detroit,0,4,-,20250411,That Thing,1807227251
London,5,4,-20%,20250411,That Thing,1807227251
San Francisco,0,4,-,20250411,That Thing,1807227251
San Jose,2,4,+100%,20250411,That Thing,1807227251
Austin,0,3,-,20250411,That Thing,1807227251
Charlotte,0,3,-,20250411,That Thing,1807227251
Houston,2,3,+50%,20250411,That Thing,1807227251
Manchester,0,3,-,20250411,That Thing,1807227251
New York City,1,3,+200%,20250411,That Thing,1807227251
Toronto,4,3,-25%,20250411,That Thing,1807227251
Baton Rouge,0,2,-,20250411,That Thing,1807227251
Cape Town,0,2,-,20250411,That Thing,1807227251
Columbus,0,2,-,20250411,That Thing,1807227251
Des Moines,0,2,-,20250411,That Thing,1807227251
Glasgow,0,2,-,20250411,That Thing,1807227251
Hanoi,0,2,-,20250411,That Thing,1807227251
Indianapolis,0,2,-,20250411,That Thing,1807227251
Jackson,0,2,-,20250411,That Thing,1807227251
Kansas City,0,2,-,20250411,That Thing,1807227251
Kyiv,0,2,-,20250411,That Thing,1807227251
Los Angeles,1,2,+100%,20250411,That Thing,1807227251
Miami,0,2,-,20250411,That Thing,1807227251
Mumbai,0,2,-,20250411,That Thing,1807227251
Orlando,2,2,0%,20250411,That Thing,1807227251
Phoenix,0,2,-,20250411,That Thing,1807227251
Portland,0,2,-,20250411,That Thing,1807227251
Sarasota,0,2,-,20250411,That Thing,1807227251
Vancouver,0,2,-,20250411,That Thing,1807227251
"Washington, D.C.",0,2,-,20250411,That Thing,1807227251
Wilmington,0,2,-,20250411,That Thing,1807227251
Albuquerque,0,1,-,20250411,That Thing,1807227251
Anaheim,0,1,-,20250411,That Thing,1807227251
Brisbane,0,1,-,20250411,That Thing,1807227251
Cape Coral,0,1,-,20250411,That Thing,1807227251
Carmel,0,1,-,20250411,That Thing,1807227251
Christchurch,0,1,-,20250411,That Thing,1807227251
Dallas,0,1,-,20250411,That Thing,1807227251
Dublin,0,1,-,20250411,That Thing,1807227251
Durham,0,1,-,20250411,That Thing,1807227251
Edmonton,1,1,0%,20250411,That Thing,1807227251
Elche,0,1,-,20250411,That Thing,1807227251
Fort Madison,0,1,-,20250411,That Thing,1807227251
Frederick,0,1,-,20250411,That Thing,1807227251
Gordon,0,1,-,20250411,That Thing,1807227251
Greenville,0,1,-,20250411,That Thing,1807227251
Heerenveen,0,1,-,20250411,That Thing,1807227251
Lancaster,0,1,-,20250411,That Thing,1807227251
Las Vegas,0,1,-,20250411,That Thing,1807227251
Leeds,0,1,-,20250411,That Thing,1807227251
Loveland,0,1,-,20250411,That Thing,1807227251
Malmö,0,1,-,20250411,That Thing,1807227251
Marshalltown,0,1,-,20250411,That Thing,1807227251
Melbourne,0,1,-,20250411,That Thing,1807227251
Mesa,2,1,-50%,20250411,That Thing,1807227251
Milwaukee,0,1,-,20250411,That Thing,1807227251
Minneapolis,0,1,-,20250411,That Thing,1807227251
Missoula,0,1,-,20250411,That Thing,1807227251
Nashville,0,1,-,20250411,That Thing,1807227251
New Haven,0,1,-,20250411,That Thing,1807227251
Newburgh,0,1,-,20250411,That Thing,1807227251
Norfolk,0,1,-,20250411,That Thing,1807227251
Osaka,0,1,-,20250411,That Thing,1807227251
Palma,0,1,-,20250411,That Thing,1807227251
Paris,0,1,-,20250411,That Thing,1807227251
Pittsburgh,0,1,-,20250411,That Thing,1807227251
Provo,0,1,-,20250411,That Thing,1807227251
Regina,0,1,-,20250411,That Thing,1807227251
Rennes,0,1,-,20250411,That Thing,1807227251
Richmond,0,1,-,20250411,That Thing,1807227251
Riverside,0,1,-,20250411,That Thing,1807227251
Roanoke,1,1,0%,20250411,That Thing,1807227251
Sacramento,0,1,-,20250411,That Thing,1807227251
San Luis Obispo,0,1,-,20250411,That Thing,1807227251
Sarnia,0,1,-,20250411,That Thing,1807227251
Seattle,1,1,0%,20250411,That Thing,1807227251
Sherbrooke,0,1,-,20250411,That Thing,1807227251
Spokane,0,1,-,20250411,That Thing,1807227251
St. Louis,0,1,-,20250411,That Thing,1807227251
Taipei,0,1,-,20250411,That Thing,1807227251
Thousand Oaks,0,1,-,20250411,That Thing,1807227251
Toms River,0,1,-,20250411,That Thing,1807227251
Victoria,0,1,-,20250411,That Thing,1807227251
Wellington,0,1,-,20250411,That Thing,1807227251
Winnipeg,1,1,0%,20250411,That Thing,1807227251
Worcester,0,1,-,20250411,That Thing,1807227251
Zürich,0,1,-,20250411,That Thing,1807227251
Ōita,0,1,-,20250411,That Thing,1807227251
Amsterdam,2,0,-100%,20250411,That Thing,1807227251
Baltimore,1,0,-100%,20250411,That Thing,1807227251
Belfast,1,0,-100%,20250411,That Thing,1807227251
Buffalo,1,0,-100%,20250411,That Thing,1807227251
Halifax,1,0,-100%,20250411,That Thing,1807227251
Manchester,1,0,-100%,20250411,That Thing,1807227251
Morgantown,1,0,-100%,20250411,That Thing,1807227251
Philadelphia,1,0,-100%,20250411,That Thing,1807227251
Pécs,1,0,-100%,20250411,That Thing,1807227251
Rochester,1,0,-100%,20250411,That Thing,1807227251
