City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,22,13,-41%,20240830,Althea,1748029276,listeners
Charlotte,0,2,-,20240830,Althea,1748029276,listeners
Amsterdam,0,1,-,20240830,Althea,1748029276,listeners
Atlanta,0,1,-,20240830,Althea,1748029276,listeners
Detroit,0,1,-,20240830,Althea,1748029276,listeners
Glasgow,0,1,-,20240830,Althea,1748029276,listeners
Montréal,0,1,-,20240830,Althea,1748029276,listeners
Oakland,0,1,-,20240830,Althea,1748029276,listeners
Portland,1,1,0%,20240830,Althea,1748029276,listeners
Salt Lake City,0,1,-,20240830,Althea,1748029276,listeners
Sydney,3,1,-67%,20240830,Althea,1748029276,listeners
Toronto,1,1,0%,20240830,Althea,1748029276,listeners
Worcester,0,1,-,20240830,Althea,1748029276,listeners
Baltimore,1,0,-100%,20240830,Althea,1748029276,listeners
Billings,1,0,-100%,20240830,Althea,1748029276,listeners
Denver,1,0,-100%,20240830,Althea,1748029276,listeners
Des Moines,1,0,-100%,20240830,Althea,1748029276,listeners
Las Vegas,1,0,-100%,20240830,Althea,1748029276,listeners
London,1,0,-100%,20240830,Althea,1748029276,listeners
Minneapolis,1,0,-100%,20240830,Althea,1748029276,listeners
Nashville,1,0,-100%,20240830,Althea,1748029276,listeners
New York City,1,0,-100%,20240830,Althea,1748029276,listeners
Newport News,1,0,-100%,20240830,Althea,1748029276,listeners
Paris,1,0,-100%,20240830,Althea,1748029276,listeners
Philadelphia,1,0,-100%,20240830,Althea,1748029276,listeners
Pittsburgh,1,0,-100%,20240830,Althea,1748029276,listeners
Red Deer,1,0,-100%,20240830,Althea,1748029276,listeners
San Diego,1,0,-100%,20240830,Althea,1748029276,listeners
Santiago,1,0,-100%,20240830,Althea,1748029276,listeners
