City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,37,13,-65%,20231117,Cycles,1711474233
Denver,8,2,-75%,20231117,Cycles,1711474233
Sacramento,0,2,-,20231117,Cycles,1711474233
St. Louis,0,2,-,20231117,Cycles,1711474233
Albuquerque,2,1,-50%,20231117,Cycles,1711474233
Dallas,2,1,-50%,20231117,Cycles,1711474233
Hartford,0,1,-,20231117,Cycles,1711474233
Miami,0,1,-,20231117,Cycles,1711474233
Nashville,0,1,-,20231117,Cycles,1711474233
Rochester,1,1,0%,20231117,Cycles,1711474233
Toronto,0,1,-,20231117,Cycles,1711474233
Baltimore,1,0,-100%,20231117,Cycles,1711474233
Burlington,1,0,-100%,20231117,Cycles,1711474233
Daytona Beach,1,0,-100%,20231117,Cycles,1711474233
Durango,2,0,-100%,20231117,Cycles,1711474233
Fort Collins,1,0,-100%,20231117,Cycles,1711474233
Gunnison,3,0,-100%,20231117,Cycles,1711474233
Hong Kong,1,0,-100%,20231117,Cycles,1711474233
Houston,1,0,-100%,20231117,Cycles,1711474233
Kingston Upon Hull,2,0,-100%,20231117,Cycles,1711474233
Las Vegas,3,0,-100%,20231117,Cycles,1711474233
Leesburg,1,0,-100%,20231117,Cycles,1711474233
London,1,0,-100%,20231117,Cycles,1711474233
Mexico City,1,0,-100%,20231117,Cycles,1711474233
New York City,2,0,-100%,20231117,Cycles,1711474233
Raleigh,1,0,-100%,20231117,Cycles,1711474233
Saint George's,1,0,-100%,20231117,Cycles,1711474233
Venice,1,0,-100%,20231117,Cycles,1711474233
