City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,7,4,-43%,20231215,What Home Is,1711474234,listeners
Berlin,0,1,-,20231215,What Home Is,1711474234,listeners
Chicago,2,1,-50%,20231215,What Home Is,1711474234,listeners
Los Angeles,0,1,-,20231215,What Home Is,1711474234,listeners
Ottawa,0,1,-,20231215,What Home Is,1711474234,listeners
Castle Rock,1,0,-100%,20231215,What Home Is,1711474234,listeners
Hartford,1,0,-100%,20231215,What Home Is,1711474234,listeners
Las Vegas,1,0,-100%,20231215,What Home Is,1711474234,listeners
Topeka,1,0,-100%,20231215,What Home Is,1711474234,listeners
Toronto,1,0,-100%,20231215,What Home Is,1711474234,listeners
