City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,72,11,-85%,20241115,Althea,1748029276
Paris,1,2,+100%,20241115,Althea,1748029276
Atlanta,2,1,-50%,20241115,Althea,1748029276
Baltimore,0,1,-,20241115,Althea,1748029276
Cincinnati,1,1,0%,20241115,Althea,1748029276
Lake Charles,0,1,-,20241115,Althea,1748029276
Milan,0,1,-,20241115,Althea,1748029276
New York City,3,1,-67%,20241115,Althea,1748029276
Philadelphia,1,1,0%,20241115,Althea,1748029276
"Washington, D.C.",1,1,0%,20241115,Althea,1748029276
Allentown,1,0,-100%,20241115,Althea,1748029276
Austin,2,0,-100%,20241115,Althea,1748029276
Bellingham,1,0,-100%,20241115,Althea,1748029276
Bridgewater,1,0,-100%,20241115,Althea,1748029276
Brockton,1,0,-100%,20241115,Althea,1748029276
Burlington,1,0,-100%,20241115,Althea,1748029276
Calgary,1,0,-100%,20241115,Althea,1748029276
Chicago,2,0,-100%,20241115,Althea,1748029276
Dallas,1,0,-100%,20241115,Althea,1748029276
Denver,4,0,-100%,20241115,Althea,1748029276
Des Moines,1,0,-100%,20241115,Althea,1748029276
Doncaster,1,0,-100%,20241115,Althea,1748029276
Fort Collins,1,0,-100%,20241115,Althea,1748029276
Fort Worth,1,0,-100%,20241115,Althea,1748029276
Hamburg,1,0,-100%,20241115,Althea,1748029276
Hanoi,2,0,-100%,20241115,Althea,1748029276
Harrisburg,1,0,-100%,20241115,Althea,1748029276
Helsinki,2,0,-100%,20241115,Althea,1748029276
Indianapolis,1,0,-100%,20241115,Althea,1748029276
Kansas City,2,0,-100%,20241115,Althea,1748029276
Linz,1,0,-100%,20241115,Althea,1748029276
London,3,0,-100%,20241115,Althea,1748029276
Los Angeles,1,0,-100%,20241115,Althea,1748029276
Matane,1,0,-100%,20241115,Althea,1748029276
Milwaukee,1,0,-100%,20241115,Althea,1748029276
Oklahoma City,1,0,-100%,20241115,Althea,1748029276
Osaka,2,0,-100%,20241115,Althea,1748029276
Phoenix,1,0,-100%,20241115,Althea,1748029276
Pittsburgh,2,0,-100%,20241115,Althea,1748029276
Portland,3,0,-100%,20241115,Althea,1748029276
Providence,2,0,-100%,20241115,Althea,1748029276
Regina,1,0,-100%,20241115,Althea,1748029276
Riverside,1,0,-100%,20241115,Althea,1748029276
Salt Lake City,1,0,-100%,20241115,Althea,1748029276
San Diego,1,0,-100%,20241115,Althea,1748029276
San Jose,1,0,-100%,20241115,Althea,1748029276
Saskatoon,1,0,-100%,20241115,Althea,1748029276
Seattle,1,0,-100%,20241115,Althea,1748029276
Sydney,2,0,-100%,20241115,Althea,1748029276
São Paulo,1,0,-100%,20241115,Althea,1748029276
Toledo,1,0,-100%,20241115,Althea,1748029276
Tulsa,1,0,-100%,20241115,Althea,1748029276
Valencia,1,0,-100%,20241115,Althea,1748029276
Worcester,1,0,-100%,20241115,Althea,1748029276
