City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,306,53,-83%,20250404,That Thing,1807227251
London,5,5,0%,20250404,That Thing,1807227251
Boston,4,4,0%,20250404,That Thing,1807227251
Toronto,1,4,+300%,20250404,That Thing,1807227251
Chicago,9,3,-67%,20250404,That Thing,1807227251
Tacoma,3,3,0%,20250404,That Thing,1807227251
Amsterdam,1,2,+100%,20250404,That Thing,1807227251
Houston,3,2,-33%,20250404,That Thing,1807227251
Mesa,3,2,-33%,20250404,That Thing,1807227251
Orlando,6,2,-67%,20250404,That Thing,1807227251
San Jose,5,2,-60%,20250404,That Thing,1807227251
Baltimore,1,1,0%,20250404,That Thing,1807227251
Belfast,0,1,-,20250404,That Thing,1807227251
Buffalo,1,1,0%,20250404,That Thing,1807227251
Denver,10,1,-90%,20250404,That Thing,1807227251
Edmonton,1,1,0%,20250404,That Thing,1807227251
Halifax,0,1,-,20250404,That Thing,1807227251
Los Angeles,7,1,-86%,20250404,That Thing,1807227251
Manchester,0,1,-,20250404,That Thing,1807227251
Morgantown,0,1,-,20250404,That Thing,1807227251
New York City,9,1,-89%,20250404,That Thing,1807227251
Philadelphia,1,1,0%,20250404,That Thing,1807227251
Pécs,0,1,-,20250404,That Thing,1807227251
Roanoke,4,1,-75%,20250404,That Thing,1807227251
Rochester,0,1,-,20250404,That Thing,1807227251
San Diego,2,1,-50%,20250404,That Thing,1807227251
Seattle,4,1,-75%,20250404,That Thing,1807227251
Seoul,0,1,-,20250404,That Thing,1807227251
Tokyo,2,1,-50%,20250404,That Thing,1807227251
Wichita,3,1,-67%,20250404,That Thing,1807227251
Winnipeg,0,1,-,20250404,That Thing,1807227251
Allentown,2,0,-100%,20250404,That Thing,1807227251
Asheville,3,0,-100%,20250404,That Thing,1807227251
Atlanta,14,0,-100%,20250404,That Thing,1807227251
Auckland,1,0,-100%,20250404,That Thing,1807227251
Bakersfield,1,0,-100%,20250404,That Thing,1807227251
Barnstable,3,0,-100%,20250404,That Thing,1807227251
Bayonne,1,0,-100%,20250404,That Thing,1807227251
Bemidji,1,0,-100%,20250404,That Thing,1807227251
Billings,3,0,-100%,20250404,That Thing,1807227251
Boise,1,0,-100%,20250404,That Thing,1807227251
Bordeaux,1,0,-100%,20250404,That Thing,1807227251
Boulder,1,0,-100%,20250404,That Thing,1807227251
Bratislava,1,0,-100%,20250404,That Thing,1807227251
Brisbane,2,0,-100%,20250404,That Thing,1807227251
Brockton,1,0,-100%,20250404,That Thing,1807227251
Burlington,1,0,-100%,20250404,That Thing,1807227251
Calgary,2,0,-100%,20250404,That Thing,1807227251
Cape Coral,7,0,-100%,20250404,That Thing,1807227251
Cape Town,1,0,-100%,20250404,That Thing,1807227251
Charleroi,1,0,-100%,20250404,That Thing,1807227251
Charleston,3,0,-100%,20250404,That Thing,1807227251
Charlotte,6,0,-100%,20250404,That Thing,1807227251
Chowchilla,1,0,-100%,20250404,That Thing,1807227251
Christchurch,2,0,-100%,20250404,That Thing,1807227251
Cincinnati,2,0,-100%,20250404,That Thing,1807227251
Circleville,1,0,-100%,20250404,That Thing,1807227251
Cleveland,3,0,-100%,20250404,That Thing,1807227251
Columbus,2,0,-100%,20250404,That Thing,1807227251
Cookeville,1,0,-100%,20250404,That Thing,1807227251
Crawfordsville,1,0,-100%,20250404,That Thing,1807227251
Dallas,2,0,-100%,20250404,That Thing,1807227251
Detroit,2,0,-100%,20250404,That Thing,1807227251
Dublin,1,0,-100%,20250404,That Thing,1807227251
Fort Wayne,1,0,-100%,20250404,That Thing,1807227251
Fort Worth,1,0,-100%,20250404,That Thing,1807227251
Frankfurt Am Main,1,0,-100%,20250404,That Thing,1807227251
Gastonia,1,0,-100%,20250404,That Thing,1807227251
Glasgow,2,0,-100%,20250404,That Thing,1807227251
Gordon,1,0,-100%,20250404,That Thing,1807227251
Hartford,3,0,-100%,20250404,That Thing,1807227251
Helsinki,2,0,-100%,20250404,That Thing,1807227251
Hendersonville,2,0,-100%,20250404,That Thing,1807227251
Indianapolis,3,0,-100%,20250404,That Thing,1807227251
Jacksonville,1,0,-100%,20250404,That Thing,1807227251
Johannesburg,5,0,-100%,20250404,That Thing,1807227251
Joliette,1,0,-100%,20250404,That Thing,1807227251
Kansas City,1,0,-100%,20250404,That Thing,1807227251
Kaohsiung,2,0,-100%,20250404,That Thing,1807227251
Kelowna,2,0,-100%,20250404,That Thing,1807227251
Knoxville,1,0,-100%,20250404,That Thing,1807227251
Lake Butler,1,0,-100%,20250404,That Thing,1807227251
Lansing,2,0,-100%,20250404,That Thing,1807227251
Las Vegas,3,0,-100%,20250404,That Thing,1807227251
Lausanne,1,0,-100%,20250404,That Thing,1807227251
Leesburg,1,0,-100%,20250404,That Thing,1807227251
Leuven,1,0,-100%,20250404,That Thing,1807227251
Lexington-Fayette,1,0,-100%,20250404,That Thing,1807227251
Little Rock,1,0,-100%,20250404,That Thing,1807227251
Los Mochis,1,0,-100%,20250404,That Thing,1807227251
Lubbock,1,0,-100%,20250404,That Thing,1807227251
Lynchburg,1,0,-100%,20250404,That Thing,1807227251
Melbourne,1,0,-100%,20250404,That Thing,1807227251
Memphis,1,0,-100%,20250404,That Thing,1807227251
Miami,1,0,-100%,20250404,That Thing,1807227251
Milwaukee,3,0,-100%,20250404,That Thing,1807227251
Minato,1,0,-100%,20250404,That Thing,1807227251
Minneapolis,3,0,-100%,20250404,That Thing,1807227251
Montgomery,1,0,-100%,20250404,That Thing,1807227251
Montréal,2,0,-100%,20250404,That Thing,1807227251
Nashville,3,0,-100%,20250404,That Thing,1807227251
Newmarket,1,0,-100%,20250404,That Thing,1807227251
Oak Harbor,1,0,-100%,20250404,That Thing,1807227251
Oklahoma City,3,0,-100%,20250404,That Thing,1807227251
Oldenburg,1,0,-100%,20250404,That Thing,1807227251
Osaka,2,0,-100%,20250404,That Thing,1807227251
Ottawa,1,0,-100%,20250404,That Thing,1807227251
Paris,1,0,-100%,20250404,That Thing,1807227251
Phoenix,1,0,-100%,20250404,That Thing,1807227251
Pittsburgh,1,0,-100%,20250404,That Thing,1807227251
Port Saint Lucie,1,0,-100%,20250404,That Thing,1807227251
Portland,5,0,-100%,20250404,That Thing,1807227251
Poznań,1,0,-100%,20250404,That Thing,1807227251
Québec,3,0,-100%,20250404,That Thing,1807227251
Raleigh,3,0,-100%,20250404,That Thing,1807227251
Red Deer,1,0,-100%,20250404,That Thing,1807227251
Richmond,1,0,-100%,20250404,That Thing,1807227251
Rochester,6,0,-100%,20250404,That Thing,1807227251
Sacramento,3,0,-100%,20250404,That Thing,1807227251
Salt Lake City,3,0,-100%,20250404,That Thing,1807227251
San Antonio,3,0,-100%,20250404,That Thing,1807227251
San Francisco,2,0,-100%,20250404,That Thing,1807227251
San Luis Obispo,1,0,-100%,20250404,That Thing,1807227251
Sarasota,2,0,-100%,20250404,That Thing,1807227251
Sheridan,1,0,-100%,20250404,That Thing,1807227251
Stuttgart,1,0,-100%,20250404,That Thing,1807227251
Sydney,3,0,-100%,20250404,That Thing,1807227251
Syracuse,2,0,-100%,20250404,That Thing,1807227251
Taichung,1,0,-100%,20250404,That Thing,1807227251
Tampa,1,0,-100%,20250404,That Thing,1807227251
Thành Phố Uông Bí,1,0,-100%,20250404,That Thing,1807227251
Tijuana,1,0,-100%,20250404,That Thing,1807227251
Timmins,1,0,-100%,20250404,That Thing,1807227251
Uvalde,1,0,-100%,20250404,That Thing,1807227251
Vancouver,1,0,-100%,20250404,That Thing,1807227251
Vienna,1,0,-100%,20250404,That Thing,1807227251
"Washington, D.C.",1,0,-100%,20250404,That Thing,1807227251
Wilmington,2,0,-100%,20250404,That Thing,1807227251
Winkler,1,0,-100%,20250404,That Thing,1807227251
