City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,13,6,-54%,20250207,Althea,1748029276
Fort Worth,1,1,0%,20250207,Althea,1748029276
Madrid,0,1,-,20250207,Althea,1748029276
Saint Cloud,0,1,-,20250207,Althea,1748029276
Baton Rouge,1,0,-100%,20250207,Althea,1748029276
Beijing,1,0,-100%,20250207,Althea,1748029276
Charlotte,1,0,-100%,20250207,Althea,1748029276
Cincinnati,1,0,-100%,20250207,Althea,1748029276
Minneapolis,2,0,-100%,20250207,Althea,1748029276
Málaga,1,0,-100%,20250207,Althea,1748029276
San Francisco,1,0,-100%,20250207,Althea,1748029276
"Washington, D.C.",1,0,-100%,20250207,Althea,1748029276
Worcester,1,0,-100%,20250207,Althea,1748029276
