City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,9,13,+44%,20250314,Althea,1748029276
Portland,1,3,+200%,20250314,Althea,1748029276
Bend,0,1,-,20250314,Althea,1748029276
Detroit,1,1,0%,20250314,Althea,1748029276
Fort Worth,0,1,-,20250314,Althea,1748029276
Los Angeles,0,1,-,20250314,Althea,1748029276
Milan,0,1,-,20250314,Althea,1748029276
New York City,0,1,-,20250314,Althea,1748029276
North Myrtle Beach,2,1,-50%,20250314,Althea,1748029276
Omaha,0,1,-,20250314,Althea,1748029276
San Francisco,0,1,-,20250314,Althea,1748029276
Spokane,0,1,-,20250314,Althea,1748029276
Atlanta,1,0,-100%,20250314,Althea,1748029276
Charlotte,1,0,-100%,20250314,Althea,1748029276
Hartford,1,0,-100%,20250314,Althea,1748029276
Lisbon,1,0,-100%,20250314,Althea,1748029276
Madison,1,0,-100%,20250314,Althea,1748029276
