City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,58,46,-21%,20240802,Althea,1748029276
Detroit,1,4,+300%,20240802,Althea,1748029276
Albuquerque,1,2,+100%,20240802,Althea,1748029276
Boise,2,2,0%,20240802,Althea,1748029276
Elgin,0,2,-,20240802,Althea,1748029276
Milwaukee,2,2,0%,20240802,Althea,1748029276
Paris,0,2,-,20240802,Althea,1748029276
Pittsburgh,1,2,+100%,20240802,Althea,1748029276
Seattle,1,2,+100%,20240802,Althea,1748029276
Anaheim,0,1,-,20240802,Althea,1748029276
Baltimore,1,1,0%,20240802,Althea,1748029276
Charlotte,1,1,0%,20240802,Althea,1748029276
Chicago,0,1,-,20240802,Althea,1748029276
Denver,2,1,-50%,20240802,Althea,1748029276
Edinburgh,1,1,0%,20240802,Althea,1748029276
Florence,0,1,-,20240802,Althea,1748029276
Glasgow,0,1,-,20240802,Althea,1748029276
Hartford,1,1,0%,20240802,Althea,1748029276
Lincoln City,0,1,-,20240802,Althea,1748029276
Los Angeles,0,1,-,20240802,Althea,1748029276
Melbourne,0,1,-,20240802,Althea,1748029276
Mesa,0,1,-,20240802,Althea,1748029276
Moscow,0,1,-,20240802,Althea,1748029276
Nashville,1,1,0%,20240802,Althea,1748029276
New York City,4,1,-75%,20240802,Althea,1748029276
Perth,0,1,-,20240802,Althea,1748029276
Phoenix,0,1,-,20240802,Althea,1748029276
Portland,1,1,0%,20240802,Althea,1748029276
Red Deer,0,1,-,20240802,Althea,1748029276
San Diego,0,1,-,20240802,Althea,1748029276
San Francisco,0,1,-,20240802,Althea,1748029276
San Jose,0,1,-,20240802,Althea,1748029276
Spokane,1,1,0%,20240802,Althea,1748029276
Tokyo,0,1,-,20240802,Althea,1748029276
Atlanta,3,0,-100%,20240802,Althea,1748029276
Austin,1,0,-100%,20240802,Althea,1748029276
Baton Rouge,1,0,-100%,20240802,Althea,1748029276
Birmingham,2,0,-100%,20240802,Althea,1748029276
Dallas,1,0,-100%,20240802,Althea,1748029276
Frankfurt Am Main,1,0,-100%,20240802,Althea,1748029276
Georgetown,1,0,-100%,20240802,Althea,1748029276
Hamilton,1,0,-100%,20240802,Althea,1748029276
Houston,7,0,-100%,20240802,Althea,1748029276
Las Vegas,1,0,-100%,20240802,Althea,1748029276
Lima,3,0,-100%,20240802,Althea,1748029276
Montréal,1,0,-100%,20240802,Althea,1748029276
New Haven,1,0,-100%,20240802,Althea,1748029276
Providence,1,0,-100%,20240802,Althea,1748029276
Roanoke,1,0,-100%,20240802,Althea,1748029276
St. Louis,1,0,-100%,20240802,Althea,1748029276
Syracuse,1,0,-100%,20240802,Althea,1748029276
Topeka,2,0,-100%,20240802,Althea,1748029276
Toronto,2,0,-100%,20240802,Althea,1748029276
Tulsa,1,0,-100%,20240802,Althea,1748029276
Vancouver,1,0,-100%,20240802,Althea,1748029276
"Washington, D.C.",1,0,-100%,20240802,Althea,1748029276
Wichita,2,0,-100%,20240802,Althea,1748029276
