City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,10,20,+100%,20240920,Althea,1748029276,listeners
Baltimore,0,2,-,20240920,Althea,1748029276,listeners
Detroit,1,2,+100%,20240920,Althea,1748029276,listeners
Calgary,0,1,-,20240920,Althea,1748029276,listeners
Chicago,1,1,0%,20240920,Althea,1748029276,listeners
Kansas City,0,1,-,20240920,Althea,1748029276,listeners
Montréal,0,1,-,20240920,Althea,1748029276,listeners
Nashville,0,1,-,20240920,Althea,1748029276,listeners
New York City,1,1,0%,20240920,Althea,1748029276,listeners
Paris,0,1,-,20240920,Althea,1748029276,listeners
Portland,1,1,0%,20240920,Althea,1748029276,listeners
Salt Lake City,1,1,0%,20240920,Althea,1748029276,listeners
San Diego,0,1,-,20240920,Althea,1748029276,listeners
Seoul,0,1,-,20240920,Althea,1748029276,listeners
Sydney,0,1,-,20240920,Althea,1748029276,listeners
Toronto,1,1,0%,20240920,Althea,1748029276,listeners
Vancouver,0,1,-,20240920,Althea,1748029276,listeners
West Chester,0,1,-,20240920,Althea,1748029276,listeners
Amsterdam,1,0,-100%,20240920,Althea,1748029276,listeners
Seattle,1,0,-100%,20240920,Althea,1748029276,listeners
St. Louis,1,0,-100%,20240920,Althea,1748029276,listeners
Stockton,1,0,-100%,20240920,Althea,1748029276,listeners
