City,Previous Period,Current Period,% Change,Week,Song,Song ID,Measure
All Cities,34,29,-15%,20240816,Althea,1748029276,listeners
New York City,3,2,-33%,20240816,Althea,1748029276,listeners
Portland,3,2,-33%,20240816,Althea,1748029276,listeners
San Jose,0,2,-,20240816,Althea,1748029276,listeners
Boise,0,1,-,20240816,Althea,1748029276,listeners
Brockton,0,1,-,20240816,Althea,1748029276,listeners
Budapest,0,1,-,20240816,Althea,1748029276,listeners
Charlotte,1,1,0%,20240816,Althea,1748029276,listeners
Columbus,0,1,-,20240816,Althea,1748029276,listeners
Dallas,0,1,-,20240816,Althea,1748029276,listeners
Denver,1,1,0%,20240816,Althea,1748029276,listeners
Detroit,1,1,0%,20240816,Althea,1748029276,listeners
Dublin,1,1,0%,20240816,Althea,1748029276,listeners
Indianapolis,0,1,-,20240816,Althea,1748029276,listeners
Lake Charles,0,1,-,20240816,Althea,1748029276,listeners
Lausanne,0,1,-,20240816,Althea,1748029276,listeners
Los Angeles,0,1,-,20240816,Althea,1748029276,listeners
Madison,0,1,-,20240816,Althea,1748029276,listeners
Manila,0,1,-,20240816,Althea,1748029276,listeners
Mesa,0,1,-,20240816,Althea,1748029276,listeners
Miami,1,1,0%,20240816,Althea,1748029276,listeners
Philadelphia,1,1,0%,20240816,Althea,1748029276,listeners
Pittsburgh,1,1,0%,20240816,Althea,1748029276,listeners
Sydney,1,1,0%,20240816,Althea,1748029276,listeners
Syracuse,0,1,-,20240816,Althea,1748029276,listeners
"Washington, D.C.",1,1,0%,20240816,Althea,1748029276,listeners
Allentown,1,0,-100%,20240816,Althea,1748029276,listeners
Baldwin,1,0,-100%,20240816,Althea,1748029276,listeners
Calgary,1,0,-100%,20240816,Althea,1748029276,listeners
Chicago,2,0,-100%,20240816,Althea,1748029276,listeners
Cincinnati,0,0,-100%,20240816,Althea,1748029276,listeners
Guangzhou,1,0,-100%,20240816,Althea,1748029276,listeners
Hartford,1,0,-100%,20240816,Althea,1748029276,listeners
High Point,1,0,-100%,20240816,Althea,1748029276,listeners
Honolulu,1,0,-100%,20240816,Althea,1748029276,listeners
Kansas City,1,0,-100%,20240816,Althea,1748029276,listeners
London,1,0,-100%,20240816,Althea,1748029276,listeners
Nashville,1,0,-100%,20240816,Althea,1748029276,listeners
Paris,1,0,-100%,20240816,Althea,1748029276,listeners
Phoenix,0,0,-,20240816,Althea,1748029276,listeners
Revelstoke,1,0,-100%,20240816,Althea,1748029276,listeners
Seattle,2,0,-100%,20240816,Althea,1748029276,listeners
St. Louis,1,0,-100%,20240816,Althea,1748029276,listeners
Taichung,1,0,-100%,20240816,Althea,1748029276,listeners
Wilmington,1,0,-100%,20240816,Althea,1748029276,listeners
