City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,28,8,-71%,20231117,Holding On,1711474240
Orlando,0,2,-,20231117,Holding On,1711474240
Toronto,0,2,-,20231117,Holding On,1711474240
Hartford,0,1,-,20231117,Holding On,1711474240
Nashville,0,1,-,20231117,Holding On,1711474240
Sacramento,0,1,-,20231117,Holding On,1711474240
St. Louis,0,1,-,20231117,Holding On,1711474240
Albuquerque,2,0,-100%,20231117,Holding On,1711474240
Chicago,1,0,-100%,20231117,Holding On,1711474240
Daytona Beach,1,0,-100%,20231117,Holding On,1711474240
Denver,5,0,-100%,20231117,Holding On,1711474240
Elkhart,2,0,-100%,20231117,Holding On,1711474240
Gunnison,1,0,-100%,20231117,Holding On,1711474240
Hammond,1,0,-100%,20231117,Holding On,1711474240
Indianapolis,1,0,-100%,20231117,Holding On,1711474240
Kingston Upon Hull,2,0,-100%,20231117,Holding On,1711474240
Lafayette,1,0,-100%,20231117,Holding On,1711474240
Las Vegas,2,0,-100%,20231117,Holding On,1711474240
London,1,0,-100%,20231117,Holding On,1711474240
Mexico City,1,0,-100%,20231117,Holding On,1711474240
New York City,2,0,-100%,20231117,Holding On,1711474240
Raleigh,1,0,-100%,20231117,Holding On,1711474240
Rochester,1,0,-100%,20231117,Holding On,1711474240
Saint George's,1,0,-100%,20231117,Holding On,1711474240
South Bend,2,0,-100%,20231117,Holding On,1711474240
