City,Previous Period,Current Period,% Change,Week,Song,Song ID
All Cities,11,17,+55%,20241213,Althea,1748029276
Atlanta,0,3,-,20241213,Althea,1748029276
Columbus,0,2,-,20241213,Althea,1748029276
Boston,0,1,-,20241213,Althea,1748029276
Brisbane,0,1,-,20241213,Althea,1748029276
Calgary,0,1,-,20241213,Althea,1748029276
Chongqing,0,1,-,20241213,Althea,1748029276
Hartford,0,1,-,20241213,Althea,1748029276
Helsinki,1,1,0%,20241213,Althea,1748029276
Honolulu,1,1,0%,20241213,Althea,1748029276
Milwaukee,0,1,-,20241213,Althea,1748029276
Salt Lake City,0,1,-,20241213,Althea,1748029276
Sydney,0,1,-,20241213,Althea,1748029276
Wheeling,0,1,-,20241213,Althea,1748029276
Bangkok,1,0,-100%,20241213,Althea,1748029276
Glasgow,2,0,-100%,20241213,Althea,1748029276
London,5,0,-100%,20241213,Althea,1748029276
Los Angeles,1,0,-100%,20241213,Althea,1748029276
